trade_date,active_return,lowvol_return,market_return,state,state_name
2021-11-09,-0.0085447017582252,-0.0088447017582252,-0.0003,0,Bear
2021-11-10,0.0065915837295141,0.0012915837295141,-0.0053,0,Bear
2021-11-11,-0.0138370238040002,0.0022629761959998,0.0161,0,Bear
2021-11-12,-0.0046933679883759,-0.006793367988376,-0.0021,0,Bear
2021-11-15,0.009421009646265,0.008221009646265,-0.0012,0,Bear
2021-11-16,0.0077135156752327,0.0079135156752327,0.0002,0,Bear
2021-11-17,-0.0138667943721108,-0.0133667943721108,0.0005,0,Bear
2021-11-18,0.0065874275847989,-0.003312572415201,-0.0098999999999999,0,Bear
2021-11-19,-0.0137282050732848,-0.0029282050732848,0.0108,0,Bear
2021-11-22,-0.0257458749068806,-0.0211458749068806,0.0046,0,Bear
2021-11-23,0.0004917344546436,0.0006917344546436,0.0002,0,Bear
2021-11-24,-0.0024042530677935,-0.0017042530677935,0.0007,0,Bear
2021-11-25,0.0079503994710341,0.0038503994710341,-0.0040999999999999,0,Bear
2021-11-26,-0.0009542553584862,-0.0083542553584862,-0.0074,0,Bear
2021-11-29,-0.0113775144178722,-0.0131775144178722,-0.0018,0,Bear
2021-11-30,0.0113977839175719,0.0073977839175719,-0.004,0,Bear
2021-12-01,0.0049358387000531,0.0073358387000531,0.0024,0,Bear
2021-12-02,0.0111370284004594,0.0136370284004595,0.0025,0,Bear
2021-12-03,-0.0070279415671925,0.0021720584328075,0.0092,0,Bear
2021-12-06,0.0104115309352672,0.0087115309352672,-0.0017,0,Bear
2021-12-07,0.0110982190548166,0.0170982190548166,0.006,0,Bear
2021-12-08,-0.0281292809203241,-0.0131292809203241,0.015,0,Bear
2021-12-09,-0.0097461148026183,0.0068538851973817,0.0166,0,Bear
2021-12-10,-0.0009501748565027,-0.0055501748565027,-0.0046,0,Bear
2021-12-13,-0.0064309897292394,-0.0007309897292394,0.0056999999999999,0,Bear
2021-12-14,0.0070166495495236,0.0003166495495236,-0.0067,0,Bear
2021-12-15,0.0170930501386464,0.0083930501386464,-0.0087,0,Bear
2021-12-16,-0.0023955965539885,0.0034044034460114,0.0058,0,Bear
2021-12-17,0.0312861323395579,0.0153861323395579,-0.0159,1,Bull
2021-12-20,0.0419087639182425,0.0269087639182426,-0.015,1,Bull
2021-12-21,0.0044157170713051,0.0112157170713051,0.0068,1,Bull
2021-12-22,-0.0070585339023747,-0.0068585339023747,0.0002,1,Bull
2021-12-23,-0.0135541511526092,-0.0065541511526092,0.0069999999999999,1,Bull
2021-12-24,0.0275153244726248,0.0220153244726248,-0.0055,1,Bull
2021-12-27,0.0107490783013662,0.0103490783013663,-0.0004,1,Bull
2021-12-28,-0.0167368360332244,-0.0093368360332244,0.0074,1,Bull
2021-12-29,0.0211035867912087,0.0065035867912087,-0.0146,1,Bull
2021-12-30,-0.0073387190667546,0.0004612809332454,0.0078,1,Bull
2021-12-31,0.0014419784463924,0.0052419784463925,0.0038,1,Bull
2022-01-04,0.0285325239633801,0.0239325239633801,-0.0046,1,Bull
2022-01-05,0.0253927442907302,0.0152927442907302,-0.0101,1,Bull
2022-01-06,0.0083805047157422,-0.0018194952842578,-0.0102,1,Bull
2022-01-07,0.0142794328066829,0.0151794328066829,0.0009,1,Bull
2022-01-10,-0.0008272631852675,0.0036727368147325,0.0045,1,Bull
2022-01-11,0.0219120278897161,0.0123120278897161,-0.0096,1,Bull
2022-01-12,-0.0228146838902204,-0.0128146838902204,0.01,1,Bull
2022-01-13,0.0314492840736774,0.0150492840736774,-0.0163999999999999,1,Bull
2022-01-14,-0.008677834614841,-0.016877834614841,-0.0081999999999999,1,Bull
2022-01-17,-0.0167200271228594,-0.0081200271228594,0.0086,1,Bull
2022-01-18,-0.0063688646099886,0.0033311353900114,0.0097,1,Bull
2022-01-19,0.0251558520357653,0.0183558520357653,-0.0068,1,Bull
2022-01-20,0.0061560587235222,0.0151560587235223,0.009,1,Bull
2022-01-21,0.0159466589148511,0.0067466589148511,-0.0092,1,Bull
2022-01-24,-0.019288743150507,-0.017688743150507,0.0016,1,Bull
2022-01-25,0.0274019938038925,0.0048019938038926,-0.0226,1,Bull
2022-01-26,-0.0008105657473077,0.0063894342526922,0.0072,1,Bull
2022-01-27,0.0310472960053517,0.0114472960053517,-0.0196,1,Bull
2022-01-28,0.0197920698222651,0.0076920698222651,-0.0121,1,Bull
2022-02-07,-0.0083431176479906,0.0070568823520094,0.0154,1,Bull
2022-02-08,0.0240447879205397,0.0185447879205397,-0.0055,1,Bull
2022-02-09,-0.019152597874903,-0.0097525978749031,0.0093999999999999,1,Bull
2022-02-10,0.0159964761094184,0.0133964761094184,-0.0026,1,Bull
2022-02-11,0.0215114707153587,0.0132114707153588,-0.0083,1,Bull
2022-02-14,0.009793444041326,-0.001006555958674,-0.0108,1,Bull
2022-02-15,-0.028393138130497,-0.0177931381304971,0.0106,1,Bull
2022-02-16,-0.0054346487759149,-0.0015346487759149,0.0039,1,Bull
2022-02-17,-0.0162043056603914,-0.0138043056603914,0.0024,1,Bull
2022-02-18,0.0068859396062554,0.0116859396062554,0.0048,1,Bull
2022-02-21,-0.0004991655281868,-0.0040991655281869,-0.0036,1,Bull
2022-02-22,0.0120349958991972,-0.0009650041008028,-0.013,1,Bull
2022-02-23,-0.035835498582149,-0.025135498582149,0.0107,1,Bull
2022-02-24,0.0222230198313337,0.0019230198313338,-0.0203,1,Bull
2022-02-25,-0.0164221428934322,-0.0067221428934322,0.0097,1,Bull
2022-02-28,-0.0090519544964742,-0.0072519544964742,0.0018,0,Bear
2022-03-01,-0.0036152106997798,0.0046847893002202,0.0083,0,Bear
2022-03-02,0.0131157273778121,0.0042157273778122,-0.0089,0,Bear
2022-03-03,0.0264156362639764,0.0205156362639764,-0.0059,1,Bull
2022-03-04,0.0133801260753957,0.0012801260753957,-0.0121,1,Bull
2022-03-07,0.0371656423564277,0.0052656423564277,-0.0319,1,Bull
