lambda,TotalReturn,AnnualReturn,Sharpe,MDD,Turnover
0.3,0.5633314170524859,0.08834746100777258,0.31978606871107307,-0.3891387845388914,0.5587317641152428
0.4,0.5633314170520851,0.08834746100771973,0.3197860687108747,-0.38913878453888984,0.5587317641152185
0.5,0.5633314170526729,0.08834746100779722,0.3197860687111515,-0.389138784538812,0.5587317641152296
0.6,0.563542709339556,0.08837533025704913,0.3199046100358084,-0.38913878453889905,0.5590921968503952
0.7,0.5637546039117678,0.08840327588168573,0.3200198881554281,-0.3891387845388956,0.5594535591728936
0.8,0.5637546039119217,0.08840327588170593,0.3200198881554955,-0.38913878453889106,0.5594535591729056
