日期,代码,名称,日收盘价,日交易量,流通股本,总股本,总市值(万)
2026-01-15,SH600654,中安科,3.99,81288862,2317394767,2877556831,1148145.175569
2026-01-15,SH600651,飞乐音响,9.12,82199667,2507028015,2507028015,2286409.54968
2026-01-15,SH600602,云赛智联,20.47,31171782,1074302990,1367673455,2799627.562385
2026-01-15,SH600601,方正科技,12.56,177597962,4170293287,4273742887,5367821.066072
2026-01-15,SH600653,申华控股,1.93,17150032,1946380317,1946380317,375651.401181
2026-01-15,SZ000004,*ST国华,10.9,4213700,126287768,132380282,144294.50738
2026-01-15,SZ000002,万  科Ａ,4.85,319556228,9716399629,11930709471,5786394.093435
2026-01-15,SZ000001,平安银行,11.31,88495977,19405600653,19405918198,21948093.481938
2026-01-15,SZ000009,中国宝安,10.1,38731379,2576020465,2579213965,2605006.10465
2026-01-15,SH600603,广汇物流,6.26,11716160,1193329151,1193329151,747024.048526
2026-01-15,SZ000012,南  玻Ａ,4.49,14453048,1959316598,3070692107,1378740.756043
2026-01-15,SZ000016,深康佳Ａ,4.98,34548040,1596593800,2407945408,1199156.813184
2026-01-15,SH600605,汇通能源,29.53,2655900,206282429,206282429,609152.012837
2026-01-15,SH600608,*ST沪科,3.59,4503856,318371441,328861441,118061.257319
2026-01-15,SH600604,市北高新,5.82,22091870,1407454804,1873304804,1090263.395928
2026-01-15,SH600606,绿地控股,1.65,131532256,14054218314,14054218314,2318946.02181
2026-01-15,SZ000011,深物业A,8.73,6241800,526475543,595979092,520289.747316
2026-01-15,SZ000017,深中华A,7.72,15601100,440821951,689184933,532050.768276
2026-01-15,SZ000007,全新好,11.27,8606126,346448044,346448044,390446.945588
2026-01-15,SZ000006,深振业Ａ,9.31,31606950,1349987396,1349995046,1256845.387826
2026-01-15,SZ000020,深华发Ａ,14.33,4144992,181165391,283161227,405770.038291
2026-01-15,SZ000008,神州高铁,3.04,66077533,2716296952,2716377683,825778.815632
2026-01-15,SZ000014,沙河股份,13.26,9146440,242046224,242046224,320953.293024
2026-01-15,SH600609,金杯汽车,4.98,70907652,1304558558,1304558558,649670.161884
2026-01-15,SH600611,大众交通,6.13,157155424,1563316364,2364122864,1449207.315632
2026-01-15,SH600612,老凤祥,45.89,1598985,317109630,523117764,2400587.418996
2026-01-15,SH600655,豫园股份,5.25,14070492,3889846273,3892458273,2043540.593325
