日期,代码,名称,日收盘价,日交易量,流通股本,总股本,总市值(万)
2021-11-19,SZ000005,ST星源,2.16,5448562,1057946242,1058536842,228643.957872
2021-11-19,SH600652,退市游久,2.9,32636925,832703498,832703498,241484.01442
2021-11-19,SH600654,中安科,1.94,6882883,755043154,1283020992,248906.072448
2021-11-19,SH600651,飞乐音响,3.15,5506600,1148417174,2507028015,789713.824725
2021-11-19,SH600602,云赛智联,6.14,6560105,1074302990,1367673455,839751.50137
2021-11-19,SH600601,方正科技,2.6,10111747,2194891204,2194891204,570671.71304
2021-11-19,SH600653,申华控股,2.15,45695657,1946380317,1946380317,418471.768155
2021-11-19,SZ000004,*ST国华,18.76,4574742,116330763,156003026,292661.676776
2021-11-19,SZ000002,万  科Ａ,19.9,130829309,9717553265,11625383375,23134512.91625
2021-11-19,SZ000001,平安银行,18.15,78637156,19405754475,19405918198,35221741.52937
2021-11-19,SZ000009,中国宝安,17.39,107042310,2551430324,2579213965,4485253.085135
2021-11-19,SH600603,广汇物流,3.85,5855163,1253034847,1257026847,483955.336095
2021-11-19,SZ000012,南  玻Ａ,9.98,40453602,1956891076,3070692107,3064550.722786
2021-11-19,SZ000016,深康佳Ａ,6.2,11063810,1596574300,2407945408,1492926.15296
2021-11-19,SH600605,汇通能源,8.41,774194,206282429,206282429,173483.522789
2021-11-19,SH600608,*ST沪科,5.39,694400,318371441,328861441,177256.316699
2021-11-19,SH600604,市北高新,5.21,3462125,1407454804,1873304804,975991.802884
2021-11-19,SH600606,绿地控股,4.18,31356253,12776562104,12776562104,5340602.959472
2021-11-19,SZ000011,深物业A,10.85,3383640,526475543,595979092,646637.31482
2021-11-19,SZ000017,深中华A,3.69,3421351,302981008,551347947,203447.392443
2021-11-19,SZ000007,全新好,6.11,7484100,308948044.5,346448044,211679.754884
2021-11-19,SZ000006,深振业Ａ,4.18,5130746,1349995046,1349995046,564297.929228
2021-11-19,SZ000020,深华发Ａ,8.97,446107,181165391,283161227,253995.620619
2021-11-19,SZ000008,神州高铁,2.17,11199729,2693782762,2780795346,603432.590082
2021-11-19,SZ000014,沙河股份,7.22,883324,201705187,201705187,145631.145014
2021-11-19,SH600609,金杯汽车,7.08,12428257,1092667132,1311200558,928329.995064
2021-11-19,SH600611,大众交通,3.37,10270940,1563316364,2364122864,796709.405168
2021-11-19,SH600612,老凤祥,46.17,486781,317109630,523117764,2415234.716388
2021-11-19,SH600655,豫园股份,9.86,5519348,1605297914,3882974354,3828612.713044
2021-11-19,SH600616,金枫酒业,6.82,5494062,669004950,669004950,456261.3759
2021-11-19,SZ000019,深粮控股,6.78,3693025,416184832,1152535254,781418.902212
2021-11-19,SH600618,氯碱化工,12.44,31714268,749839976,1156399976,1438561.570144
2021-11-19,SH600619,海立股份,8.13,4452802,582141047,1085072406,882163.866078
2021-11-19,SH600620,天宸股份,8.62,5629943,686677113,686677113,591915.671406
2021-11-19,SZ000501,武商集团,10.14,5261402,768073142,768992731,779758.629234
2021-11-19,SZ000502,绿景退,6.1,514950,183347957,184819607,112739.96027
2021-11-19,SZ000503,国新健康,6.88,14293382,898779932,907215204,624164.060352
2021-11-19,SH600621,华鑫股份,13.28,15983055,1060899292,1060899292,1408874.259776
2021-11-19,SH600622,光大嘉宝,2.66,5371160,1499685402,1499685402,398916.316932
2021-11-19,SH600623,华谊集团,9.34,17265895,1862196763,2130381363,1989776.193042
2021-11-19,SZ000504,*ST生物,17.06,1275030,310673201,311573901,531545.075106
2021-11-19,SZ000505,京粮控股,7.19,6222218,619515864,726950251,522677.230469
2021-11-19,SH600624,ST复华,6.54,3602133,684712010,684712010,447801.65454
2021-11-19,SH600626,申达股份,3.68,3698711,808156847,1107978710,407736.16528
2021-11-19,SH600628,新世界,7.4,955330,646875384,646875384,478687.78416
2021-11-19,SH600630,龙头股份,5.12,1850548,424861597,424861597,217529.137664
2021-11-19,SH600635,大众公用,3.81,31879896,2418791675,2952434675,1124877.611175
