state_name,days,share,average_duration,mean_active_return,median_active_return,active_volatility,sharpe,information_ratio,mean_factor_return,median_factor_return
Bull,508,0.3901689708141321,13.025641025641026,0.005410534572803156,0.00513011102063085,0.2641257430883868,5.16214245686052,5.16214245686052,0.0028371093759527667,0.0022836126485216
Bear,794,0.6098310291858678,19.85,-0.002468321749193388,-0.00166252052198755,0.2612571107265361,-2.380861822543133,-2.380861822543133,-0.0006493041169515752,-0.0007833465214724
