state_name,days,share,average_duration,mean_active_return,median_active_return,active_volatility,sharpe,information_ratio,mean_factor_return,median_factor_return
Bull,899,0.6348870056497176,89.9,0.0021777649088105117,0.0028479313838219,0.25663237102920283,2.1384549221882847,2.1384549221882847,0.0016265969444056202,0.0018721454261558
Bear,517,0.3651129943502825,47.0,-0.002037579344982495,-0.0018040653672054,0.3314027636516873,-1.5493835636061828,-1.5493835636061828,-0.00042906870668462375,-0.0006914704410678
