gamma,kappa,window,state_number,Sharpe,Return,Volatility,Turnover,MDD,StateSwitch,AnnualReturn,AnnualVolatility,IR,AverageHoldingTime,BullDuration,BearDuration,StateSwitchTimes,anchor_date,train_start,train_end,validation_start,validation_end
15.0,2.0,3.49,2,1.6348970093720454,0.03004377498794475,0.018376555107580992,0.00048421055231926167,-0.012539223890026374,1.0,0.03004377498794475,0.018376555107580992,0.10205575554260334,108.5,144.0,73.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
15.0,2.4,3.49,2,1.6128825459895386,0.032516034118773574,0.020160199637366823,0.0005272360468230016,-0.013874374515895238,1.0,0.032516034118773574,0.020160199637366823,0.1006251854049669,108.5,144.0,73.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
20.0,2.4,3.49,2,1.6128825459895386,0.032516034118773574,0.020160199637366823,0.0005272360468230016,-0.013874374515895238,1.0,0.032516034118773574,0.020160199637366823,0.1006251854049669,108.5,144.0,73.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
10.0,3.2,3.49,2,1.583468722065037,0.03739290171247811,0.02361455025377021,0.0017951825717882122,-0.016493424540281354,3.0,0.03739290171247811,0.02361455025377021,0.09867848042119816,54.25,68.0,40.5,3.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
6.0,3.2,3.49,2,1.5772271190235494,0.037268558178104705,0.023629163947661142,0.0017951825717882122,-0.01649342454028091,3.0,0.037268558178104705,0.023629163947661142,0.09829876181613079,54.25,67.0,41.5,3.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
10.0,1.2,3.49,2,1.1310704130034641,0.0174103620170869,0.015392818888131925,0.00041867277788998797,-0.010077172067249118,1.0,0.0174103620170869,0.015392818888131925,0.07112434899356744,108.5,145.0,72.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
8.0,1.2,3.49,2,1.1310704130034641,0.0174103620170869,0.015392818888131925,0.00041867277788998797,-0.010077172067249118,1.0,0.0174103620170869,0.015392818888131925,0.07112434899356744,108.5,145.0,72.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
15.0,1.2,3.49,2,1.1310704130034641,0.0174103620170869,0.015392818888131925,0.00041867277788998797,-0.010077172067249118,1.0,0.0174103620170869,0.015392818888131925,0.07112434899356744,108.5,145.0,72.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
15.0,1.6,3.49,2,1.1034567646651745,0.017884846188391368,0.01620801717031317,0.00043781560690373444,-0.010871346631910805,1.0,0.017884846188391368,0.01620801717031317,0.06940928481246753,108.5,145.0,72.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
20.0,1.6,3.49,2,1.1034567646651745,0.017884846188391368,0.01620801717031317,0.00043781560690373444,-0.010871346631910805,1.0,0.017884846188391368,0.01620801717031317,0.06940928481246753,108.5,145.0,72.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
20.0,1.2,3.49,2,0.42114661967141487,0.006445987014016996,0.015305802570720515,0.00041867277788998797,-0.019106216777023954,1.0,0.006445987014016996,0.015305802570720515,0.026926836192396417,108.5,146.0,71.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
