trade_date,size_return,long_return,short_return,long_count,short_count,holdings_count,signal_date
2020-12-08,-0.000430774596072018,-0.0013318632336160043,-0.0009010886375439863,817,817,1634,2020-12-07
2020-12-09,-0.0006856788027420173,-0.017297315654445873,-0.016611636851703856,817,817,1634,2020-12-08
2020-12-10,-0.002250714282682496,0.0008260251635340341,0.00307673944621653,817,817,1634,2020-12-09
2020-12-11,-0.0069486001127987244,-0.017963763673539145,-0.01101516356074042,817,817,1634,2020-12-10
2020-12-14,-0.0038103535434224284,0.005405593617582179,0.009215947161004608,818,818,1636,2020-12-11
2020-12-15,-0.010631288346227634,-0.008695882950633987,0.0019354053955936475,818,818,1636,2020-12-14
2020-12-16,-0.014304443038197058,-0.017644752261232795,-0.0033403092230357367,819,819,1638,2020-12-15
2020-12-17,-0.005052647505716861,0.00573140806775092,0.010784055573467781,819,819,1638,2020-12-16
2020-12-18,-0.002640201999329027,-0.005048170264996967,-0.0024079682656679403,819,819,1638,2020-12-17
2020-12-21,-0.009847730584049029,0.005787618440062212,0.01563534902411124,820,820,1640,2020-12-18
2020-12-22,0.0025752683433657927,-0.01920963721228528,-0.021784905555651074,820,820,1640,2020-12-21
2020-12-23,-0.01138068052768211,-0.0013329073402689815,0.01004777318741313,821,821,1642,2020-12-22
2020-12-24,-0.012553781310536785,-0.023393910012671968,-0.010840128702135183,821,821,1642,2020-12-23
2020-12-25,2.793963682676953e-05,0.012008399315825204,0.011980459678998434,822,822,1644,2020-12-24
2020-12-28,-0.013092631225149361,-0.015197781990234987,-0.0021051507650856256,823,823,1646,2020-12-25
2020-12-29,0.00956183872116755,0.001531997959648731,-0.00802984076151882,823,823,1646,2020-12-28
2020-12-30,-0.011840191654593955,-0.00010938046330388495,0.01173081119129007,824,824,1648,2020-12-29
2020-12-31,-0.008826504468402012,0.010069343566461083,0.018895848034863095,824,824,1648,2020-12-30
2021-01-04,-0.009953909898018455,0.008007209799805876,0.01796111969782433,825,825,1650,2020-12-31
2021-01-05,-0.0198475087446552,-0.009615878728782232,0.010231630015872966,825,825,1650,2021-01-04
2021-01-06,-0.018928799650249552,-0.019589467979115045,-0.0006606683288654921,825,825,1650,2021-01-05
2021-01-07,-0.04217467060079443,-0.03951124713975891,0.0026634234610355204,826,826,1652,2021-01-06
2021-01-08,0.000620274419531206,-0.0005540705565940297,-0.0011743449761252357,826,826,1652,2021-01-07
2021-01-11,-0.01774072824311152,-0.03142843485174309,-0.01368770660863157,826,826,1652,2021-01-08
2021-01-12,-0.014182235263417307,0.003401603293033458,0.017583838556450765,826,826,1652,2021-01-11
2021-01-13,-0.020850683356708238,-0.02515213346491344,-0.004301450108205203,827,827,1654,2021-01-12
