state_name,days,share,average_duration,mean_active_return,median_active_return,active_volatility,sharpe,information_ratio,mean_factor_return,median_factor_return
Bull,575,0.44128933231005374,13.372093023255815,0.002424593777400908,0.0021819476298681,0.18051253604102238,3.384793351782375,3.384793351782375,0.0006129416034878721,0.0007101510138255
Bear,728,0.5587106676899463,16.930232558139537,-0.002375394314988364,-0.00180302590144245,0.17504621651463606,-3.419664699391074,-3.419664699391074,-0.0007615206886147396,-0.00035460022369095
