报告期,代码,名称,净利润,经营现金流,营业收入,EPS,总资产,总负债,长期负债,股东权益
20250331,SH600654,中安科,8581262.77,-21235057.53,746359087.56,0.00298188351526065,3587412235.16,1915837485.16,221629728.32,1671574750
20250331,SH600601,方正科技,78477160.08,204197446.17,951675360.76,0.0188181393199936,7467050424.24,3275864236.37,1380454348.35,4191186187.87
20250331,SH600651,飞乐音响,1369783.73,-356833.45,422734237.83,0.000474142619423421,4143258979.72,1614181630.69,728033335.31,2458598165.95
20250331,SH600653,申华控股,-8781393.36,74754175.22,925480031.38,-0.00613978715548221,3113454463.14,2168823348.97,889351906.42,808939657.8
20250331,SH600602,云赛智联,45508225.46,-437045694.41,1410416169.56,0.0307984825076539,7698785583.59,2790544185.78,303795589.23,4793709428.96
20250331,SZ000004,*ST国华,-12288670.08,-25951717.65,18335419.21,-0.0882993033660406,290786365.97,228856869.1,36697895.88,52349535.26
20250331,SZ000002,万  科Ａ,-6415198525.25,-5792568806.59,37994649925.08,-0.523540411256571,1244039386215.6,914064973380.35,236354572820.43,196728878701.04
20250331,SZ000001,平安银行,14096000000,162946000000,33709000000,0.726376348502425,5777858000000,5271746000000,0,506112000000
20250331,SZ000009,中国宝安,419047320.06,-507217646.54,4863762622.58,0.0653603547970864,55229315416.03,33054459322.92,15536018759.86,10105345716.87
20250331,SH600603,广汇物流,207478450.37,469817477.36,729927006.15,0.173582784813743,22044505982.81,14370855894.61,4928609936.85,7183185705.24
20250331,SZ000012,南  玻Ａ,9183484,69245929,3068825224,0.00516821108955291,31975163228,17965716935,7501971413,13549438617
20250331,SH600604,市北高新,-38927263.8,-113511461.73,363622384.49,-0.0209713427393741,20889059270.75,12542346796.58,8992827219.39,6384093230.98
20250331,SZ000016,深康佳Ａ,56016556.05,-421786013.66,2544411519.38,0.0393740974670801,29794490322.41,27558156971.92,8056803852.66,2367858699.75
20250331,SH600605,汇通能源,9598288.99,6917830.9,29452096.47,0.0465298427817136,1659870318.63,267484139.16,24613374.24,1392386179.47
20250331,SH600606,绿地控股,-502272809.45,-2658167606.8,35597979193.59,-0.0175864852358092,1057102274215.87,937986222037.9,131365537240.05,63609578685.1
20250331,SH600608,*ST沪科,250077.08,3050820.34,4255612.28,0.00146089024161394,121790472.7,81174232.19,2841867.46,38306239.28
20250331,SZ000011,深物业A,3165446.4,-271334001.08,493396461.75,0.00839914635797324,16014195073.89,12780897532.52,5027116625.48,3366388902.95
20250331,SZ000017,深中华A,5963111.68,-44880425.54,160342458.39,0.0085680453347926,443746443.6,69837189.13,2876619.13,349473196.57
20250331,SZ000007,全新好,1600523.34,93147684.64,95400658.4,0.0051158567083727,311413705.43,118260746.17,14306360.44,181027028.72
20250331,SZ000006,深振业Ａ,-24142822.24,1676924.83,1618061918.99,-0.0192119396192214,15433975941.67,9767383013.35,3873029775.98,5377839675.47
20250331,SZ000020,深华发Ａ,5923650.56,-46185806.84,212250766.67,0.0209197093216438,718985503.77,309402845.28,5674285,409582658.49
20250331,SZ000008,神州高铁,-41375472.87,-53452459.61,222911241.04,-0.0156921805044884,9997936067.31,6929668885.7,1881745703.99,2989640033.77
20250331,SZ000014,沙河股份,-9613507.72,-22590464.6,7942016.97,-0.0394047962095042,2169901254.43,504122421.95,22720667.95,1614009385.88
20250331,SH600609,金杯汽车,110584341.49,175300262.56,1112359915.77,0.0587554972982669,3870904341,2130949055.68,156212244.77,1471255988.61
20250331,SH600611,大众交通,-27007699.12,29257378.13,504839224.11,-0.0152658457602058,19112199675.89,8920826724.3,4080196868.32,9654389401.59
20250331,SH600612,老凤祥,804383269.84,3548291665.79,17521314390.34,1.17190870061908,29280356584.7,13716640465.52,453188457.11,13115672420.84
20250331,SH600655,豫园股份,-945301.66,317779044.55,8782158024.13,0.0133084119870508,118940077096.42,80964230461.94,24362497254.45,35481870116.02
20250331,SH600616,金枫酒业,2662991.26,-10516036.96,137481541.73,0.0042455996028131,2229699331.99,277546612.07,55824855.16,1968085967.19
20250331,SZ000019,深粮控股,91289826.85,401152980.3,1226680291.18,0.0792369981942435,7362577249.43,2349968063.79,171373727.75,5010939739.52
20250331,SH600618,氯碱化工,231472288.19,-448724676.14,1732953071.88,0.200246194487988,11871760182.6,2953463555.06,212007044.97,8926480527.09
20250331,SH600619,海立股份,39183016.26,189389696.28,6753488847.9,0.014213628481891,24491391770.56,16622670753.76,1466724529.01,6119517714.48
20250331,SH600620,天宸股份,3270974.92,-174260632.41,71934740.66,0.00482075571958083,2830294373.3,1354777194.95,280547588.69,1475859323.19
20250331,SZ000501,武商集团,142258773.04,106554078.25,1787400489.1,0.185383351965651,30360841471.23,19235137396.53,7019332033.54,11122141257.95
20250331,SZ000503,国新健康,-45576538.97,-65632343.86,50467725.8,-0.0464444684886588,1992785005.5,632772661.63,142672095.51,1360012343.87
20250331,SH600621,华鑫股份,137386664.4,-506090665.2,635683475.31,0.12950019425595,51514278248.19,42958566280.43,0,8555711967.76
20250331,SH600622,光大嘉宝,-108878386.01,-4878216.83,310713649.4,-0.0788300359944425,21709065055.03,16870434980.46,10615403691.74,3376999390.88
