报告期,代码,名称,净利润,经营现金流,营业收入,EPS,总资产,总负债,长期负债,股东权益
20230331,SZ000005,ST星源,-4046428.35,-41909995.25,28171813.23,-0.00264706216999106,2524213136.75,1219772121.88,474075849.5,1209791775.54
20230331,SH600654,中安科,-7135888.62,-60939979.09,653941061.62,-0.00253992651601424,3827633286,2382503095.45,349340766.56,1444345312.59
20230331,SH600601,方正科技,-20523383.96,51465836.5,680842807.78,-0.00492132868064155,5161534835.67,1731840808.72,345326914.22,3429694026.95
20230331,SH600651,飞乐音响,-17346988.71,-45609267.1,406134296.59,-0.00613472206851267,4362560488.41,1901301704.92,1029507201.26,2365986483.18
20230331,SH600653,申华控股,-22684030.35,-788415.02,1343204385.16,-0.0125198858091412,3616809255.61,2404347664.45,969926972.77,973129886.5
20230331,SH600602,云赛智联,39520037.78,-313151954.49,1107751055.79,0.0304642230041673,7024434980.85,2252463187.47,252559594.53,4590827607.36
20230331,SZ000004,*ST国华,-7655727.6,-29931171.95,21255770.69,-0.0559073926046373,535315712.87,190451558.85,8652670.69,345074277.59
20230331,SZ000002,万  科Ａ,2833713594.33,7001300467.87,68474007399.21,0.121184020563432,1743078594535.06,1345572736279.54,285750021476.63,246012295962.94
20230331,SZ000001,平安银行,14602000000,109156000000,45098000000,0.752450868390495,5455897000000,5009152000000,0,446745000000
20230331,SZ000009,中国宝安,466266526.51,1727503958.72,8228499170.23,0.0927981135717835,51389870782.13,31886546820.15,10687425012.07,9436460770.25
20230331,SH600603,广汇物流,168328142.29,711774689.34,684053637.2,0.135964406399442,24192063663.35,18069495708.87,8598387444.3,5466799767.89
20230331,SZ000012,南  玻Ａ,392459356,-284407179,4070673784,0.129093400831802,25637078162,11870781410,5829165411,13249455886
20230331,SH600604,市北高新,-35907425.77,14473810.92,245472759.81,-0.0212375736692981,22046172527.78,13578730325.14,5621021676.09,6559432725.38
20230331,SZ000016,深康佳Ａ,91066834.16,-1182725927.02,4600647851.61,0.0633377828680408,38345572552.5,29809643700.11,12196462432.3,7776570075.05
20230331,SH600605,汇通能源,6578408.27,-217069681.02,24244339.52,0.0346565864802765,2514563070.05,1376607266.28,10396701.62,1132451563.01
20230331,SH600606,绿地控股,2395036823.86,1266553385.75,78806133048.97,0.141672087885286,1336156711999.84,1169932979380.67,121924325546.06,92849608782.34
20230331,SH600608,*ST沪科,1207344.44,-11247878.53,55011062.88,0.000531011934597708,167982528.74,95853170.46,2282767.02,65682696.31
20230331,SZ000011,深物业A,9760760,-419149918.25,411469619.15,0.0221765345922571,15779473033.85,11300190389.4,4065958633.94,4426728112.94
20230331,SZ000017,深中华A,3561099.96,-7545878.64,151527917.92,0.00413337202193305,395857898.71,87449249.19,887342,292977976.23
20230331,SZ000007,全新好,-638235.65,39797085.64,49531240.17,-0.000670227596955346,353898633.59,252256646.29,126416246.65,90285757.93
20230331,SZ000006,深振业Ａ,-13047646.77,-646165037,265640113.06,-0.00895253822286989,26493854785.53,18037442235.47,7041304741.76,7889763458.48
20230331,SZ000020,深华发Ａ,6432411.78,33587628.32,175868641.87,0.0227164285454943,583278363.99,223258046.13,3769119.18,360020317.86
20230331,SZ000008,神州高铁,-30758535.21,-104324929.23,431343230.64,-0.0121297626601065,11454821170.32,7004248562.3,898970841.45,4345172093.35
20230331,SZ000014,沙河股份,161533245.62,405524766.19,389370140.21,0.667533466582813,3246511295.06,1865624822.34,26984848.58,1328236670.26
20230331,SH600609,金杯汽车,109832362.32,-57825623.38,1482719418.48,0.0436672567065823,4395865764.31,3016283841.1,347458680.4,989837158.33
20230331,SH600611,大众交通,108660963.68,72710485.85,733092399.71,0.0419330654762451,20659687888.8,10383822745.94,2797811694.92,9450667937.81
20230331,SH600612,老凤祥,955973107.14,6768920830.46,24558455776.9,1.36863530052097,27587174575.05,14984134028.32,1671927213.3,10844345909.68
20230331,SH600655,豫园股份,293566419.88,3647252692.54,15300059461.47,0.081764351246659,130654624986.43,90718985773.43,28189089736.85,36012762336.48
20230331,SH600616,金枫酒业,131857125.09,-48127332.66,109710253.48,0.198803247449813,2334368587.1,308191052.81,101561550.36,2041559171.7
20230331,SZ000019,深粮控股,105366782.05,-186820400.7,1338942951.54,0.0914895007541348,7909786292.45,2971329333.38,186633012.92,4868533329.62
20230331,SH600618,氯碱化工,205070487.41,-50053593.89,1651191099.41,0.162812309319868,11726472889.61,3240307949.67,1469000551.72,7976054695.03
20230331,SH600619,海立股份,-60681536.88,-365165733.65,4301581107.48,-0.0252163938211154,21153419926.03,13825034098,3249890693.25,6073670679.16
20230331,SH600620,天宸股份,9178617.44,-34213190.45,66017794.89,0.0108965058370891,3412898360.86,1307192713.25,779125557.16,1958030223.41
20230331,SZ000501,武商集团,131860206.61,796869891.4,2054468957.64,0.171471330344734,31739621185.44,20783502485.36,6825577517.37,10956118700.08
20230331,SZ000503,国新健康,-43866780.96,-83500999.68,55766199.77,-0.0483941703589746,1063525048.13,393847260.24,4103073.32,668058887.59
20230331,SH600621,华鑫股份,87613363.45,-963946419.05,4384085.02,0.0817770944746752,38882618467.88,31242451109.03,4790009729.34,7519364104.58
20230331,SH600622,光大嘉宝,-12004663,-5460782.08,493338888.91,0.003651217690522,30014589213.92,20975244036.82,12609667377.8,7049777377.11
20230331,SH600623,华谊集团,90442531.12,-1241578597.58,9608326410.36,0.00493407894789919,58464267400.94,32288630781.33,9499173038.39,21781795721.54
20230331,SZ000504,*ST生物,437868.11,221498.68,34739572.68,-0.00634213938862614,554426832.54,474104764.56,17981399.52,11795158.51
20230331,SZ000505,京粮控股,45149184.66,-94878495.3,3206922214.64,0.0512622154937532,6148240023.29,2640609353.2,736843108.11,3098698153.62
20230331,SH600624,ST复华,284018.59,-12328043.58,170001077.38,0.000233309329567624,1808630169.1,865307708.47,272743726.6,879121754.87
20230331,SH600626,申达股份,-141780549.58,-351763525.97,2626619402.21,-0.0858966791067673,10415719498.72,7225185645.56,1423036941.56,3029744200.16
20230331,SH600628,新世界,24051209.7,-13743271.34,264600085.39,0.0369603022334206,5657644378.82,1421417804.76,27747752.34,4232664074.06
20230331,SH600630,龙头股份,12624593.19,90230882.61,452985106.57,0.0296041698021485,1587330733,856680433.83,202526324.37,709728362.33
20230331,SH600635,大众公用,303374518.53,443118673.82,2146308470.02,0.0879724337575733,25049080714.35,15178675246.46,5580784969.55,8485137652.22
20230331,SH600636,*ST国化,4851478.37,-50689879.95,57460244.67,0.0110148461785142,2781922942.38,91949705.46,7010127.68,2689973236.92
20230331,SH600637,东方明珠,245855796.96,-60376329.38,1706536361.73,0.0744198969839217,44126656036.01,9212989291.17,1617580818.68,29702077852.23
20230331,SH600639,浦东金桥,1361821252.62,-1105529359.72,4276929232.94,1.22238955723578,35771420908.98,18581622992.09,9150809788.4,14314617494.14
20230331,SH600638,新黄浦,8076170.14,-967158797.72,489450373.43,0.0060299239533347,24005490417.02,19386485575.8,5440711782.39,4384682006.93
20230331,SZ000507,珠海港,113083758.61,207873006.64,1259081438.48,0.0662290886440706,20858579351.58,11581516442.55,6132911800.59,6517800366.93
20230331,SH600641,先导基电,69876739.64,-184120184.12,124279274.34,0.0863094749844277,9865065996.4,1420891366.76,572336635.29,8382911215.1
20230331,SH600640,国脉文化,24975844.72,192759770.3,480114252.64,0.0306887519622131,5474470099.52,1014916634.84,31931394.15,3977619725.66
20230331,SH600642,申能股份,749103459.64,2752716744.97,7279635914.79,0.149500230730125,91047816832.73,52120093377.15,31426632168.87,31646458309.36
20230331,SH600644,乐山电力,-10023755.47,-111815664.8,761277555.67,-0.0185239427985173,4136152344.92,2119094274.04,994660244.52,1782109105.61
20230331,SH600643,爱建集团,212342336.84,243822720.87,292776297.68,0.130943315704221,25825872187.41,13147333881.13,5705949803.13,12673197895.95
20230331,SZ000023,*ST深天,-21092468.7,-2664640.42,42802914.93,-0.134429611886284,1423485091.29,1195334385.26,79725576.5,121389236.91
20230331,SH600647,退市同达,-1662214.49,-5449657.25,358529.53,-0.00976175424588491,345440528.82,13741422.47,0,293828054.97
20230331,SH600648,外高桥,34918889.6,-1771065788.29,1448695412.33,0.0282771344438013,40403593036.31,28073215824.56,7338370121.12,12025621817.33
20230331,SH600645,中源协和,35256628.4,27030268.28,377745248.8,0.079867321728234,5247791551.14,1571850968.19,159181506.55,3577205736.94
20230331,SZ000509,华塑控股,-3941963.1,-8044613.02,134787863.5,-0.00371853558628248,606112133.41,403056110.63,14714218.1,131405002.9
20230331,SZ000510,新金路,-23528503.63,-187364913.26,728853833.36,-0.0398659566993887,2413148670.61,975856391.03,133910953.99,1410164155.19
20230331,SH600649,城投控股,74336677.21,-2378158575.06,484507424.07,0.0230990300011721,72171605193.52,50448909976.86,39106135830.66,20754817325.29
