报告期,代码,名称,净利润,经营现金流,营业收入,EPS,总资产,总负债,长期负债,股东权益
20210331,SZ000005,ST星源,8316546.41,-31904646.89,48161558.61,0.00791755258528829,2404021683.03,1063001945.56,19237322.1,1248325041.01
20210331,SH600654,中安科,-63035578.12,-58644653.41,661066233.78,-0.0491305898446282,4575532073.56,4549017544.81,1224083919.33,26514528.75
20210331,SH600601,方正科技,-132898101.94,-98560808.29,937768731.18,-0.0601176531572633,8714597152.41,8109533960.31,898665935.44,591743555.58
20210331,SH600651,飞乐音响,-56820608.54,-41333359.8,1138666411.3,-0.0234707891527092,8707222199.25,6145632361.02,3596430405.58,2414963446.35
20210331,SH600652,退市游久,-9265232.83,-18773675.61,5729193.23,-0.0111266889742308,1809673601.81,83571527.98,20840271.96,1726102073.83
20210331,SH600653,申华控股,29029548.4,170916259.68,1971803682.56,0.00208614750392587,4598705506.98,3262014036.49,1235414733.42,1103861551.28
20210331,SH600602,云赛智联,37238352.81,-386103684.55,1184726367.04,0.0271006906396381,6215757295.68,1665069424.92,106714592.54,4327455103.9
20210331,SZ000004,*ST国华,4299341.11,-40256829.4,36531150.15,0.0260483049572826,1579539538.4,118411933.9,3935087.18,1461103075.44
20210331,SZ000002,万  科Ａ,2507050675.82,16879434478.49,62264095939.36,0.111233951857555,1907860492718.95,1552428487851.48,205508414255.1,225707668850.84
20210331,SZ000001,平安银行,10132000000,-11553000000,41788000000,0.522108765821976,4572974000000,4200357000000,0,372617000000
20210331,SZ000009,中国宝安,353809542.16,240313176.47,3701038124.21,0.0737706481362046,32232577933.05,18656936959.42,6675572976.82,7083439532.13
20210331,SH600603,广汇物流,156836656.85,-365589317.17,706976826.68,0.122111026790186,17236297893.33,9959926114.93,2147333584.73,6926669050.7
20210331,SZ000012,南  玻Ａ,578357935,341291798,3006832539,0.186690417998329,18291918167,7096997151,3458162180,10786937835
20210331,SH600604,市北高新,-61206378.77,-367530720.37,119849039,-0.0333206400670715,19254634560.05,10970301510.03,4723599637.96,6375782240.84
20210331,SZ000016,深康佳Ａ,18735169.62,-529240793.59,9822169119.3,0.0302426182163678,51058825129.67,40315314114.97,14116611624.79,8508179883.71
20210331,SH600605,汇通能源,7508753.15,-577082138.84,30483893.89,0.0524481064768227,1537887986.31,755844869.7,51969851.43,782262308.31
20210331,SH600606,绿地控股,4815997556.47,11870249815.54,132591146635.49,0.323246575953926,1418727413084.23,1254281068296.96,242955599713.41,92011695670.52
20210331,SH600608,*ST沪科,-668290.73,-11012773.75,119821453.08,-0.00205440561211918,232945804,165861282.73,2282767.02,62340686.12
20210331,SZ000011,深物业A,206049982.21,69504352.1,966073576.97,0.358717474504961,12455805632.29,8468131520.62,3710601347.87,3942068204.39
20210331,SZ000017,深中华A,-211484.4,1399162.83,23163329.56,-0.000383669443499352,86197389.31,60766584.03,0,10693695.62
20210331,SZ000007,全新好,-1323932.13,5829954.66,13155105.2,-0.00372195973489173,378951295.45,312427327.37,101095925.23,63182408.36
20210331,SZ000006,深振业Ａ,284231226.16,309582992.74,918286858.38,0.199536942100749,16052084461.73,7929855067.98,3818510344.26,7633812362.54
20210331,SZ000020,深华发Ａ,5557677.31,-5125776.38,190936203.57,0.0196272539460355,637523241.97,295716827.37,61988531,341806414.6
20210331,SZ000008,神州高铁,-87262776.94,-144687897.26,149288551.64,-0.0309301141969043,13176854883.44,6594391670.1,1570207596.6,6459711664.81
20210331,SZ000014,沙河股份,-9387191.63,-24972593.95,8091265.77,-0.0467667920210698,2375980622.06,1431594914.98,147188637.69,884822393.09
20210331,SH600609,金杯汽车,93375421.4,-24385752.94,1242568582.79,0.031610669860621,4815676760.79,3572377991.59,642793765.68,604619306.77
20210331,SH600611,大众交通,73965071.98,207389976.13,529588000.19,0.0256476353929463,17715147940.13,7979741588.72,1508055281.68,9205708167.42
20210331,SH600612,老凤祥,797174296.33,2933863818.62,17197940163.54,1.239627342917,21837309718.52,11618285653.28,1309483261.51,8620433384.03
20210331,SH600655,豫园股份,609479660.13,-925033241.63,10926709970.2,0.148721592552174,120198771335.95,79517742365.75,27332948810.56,33573250134.82
20210331,SH600616,金枫酒业,2409010.25,-10452196.18,158709950.48,0.00410243421965712,2296743924.68,344880723.08,107904014.46,1959232226.2
20210331,SZ000019,深粮控股,140094236.11,-222629715.89,2529474992.85,0.118058759311496,7851650764.35,2916952324.15,1062340676.41,4731398881.91
20210331,SH600618,氯碱化工,345075189.54,142089640.65,1547218556.09,0.298845615749131,6918494066.61,1297213682.1,133127156.98,5486901181.27
20210331,SH600619,海立股份,51868568.32,-729834560.12,3821230564.78,0.0444367878394873,18772820144.23,12674585514.06,2207817187.41,4529588798.57
20210331,SH600620,天宸股份,-3328582.7,-42997539.02,10560063.38,-0.00456197139921278,2869299254.2,455522780.73,391250246.33,2322021254.28
20210331,SZ000501,武商集团,267187751.75,779495262.59,2003102146.11,0.347451596067168,24029007780.41,13846724584.59,4607892990.15,10182283195.82
20210331,SZ000502,绿景退,-4899626.16,-6450727.44,3798936.09,-0.0264562806910416,223964789.56,37834877.6,1849532.48,174098851.76
20210331,SZ000503,国新健康,-56375139.39,-84141757.17,27415350.34,-0.0625955938778744,1222606634.79,315790356.98,5459971.58,903859130.87
20210331,SH600621,华鑫股份,80061561.33,-378175169.78,34097776.9,0.074337944227792,28235829890.74,21136156573.82,3460229858.14,6981092141.26
20210331,SH600622,光大嘉宝,-27290354.5,702524946.46,548955282.73,0.0232628427225299,35279675924.21,25473079089.53,14924873546.76,6717644513.32
20210331,SH600623,华谊集团,614333042.55,126144608.28,8652262513.03,0.286079869987109,48004884002.73,26133899181.75,6269790982.1,19207484408.74
20210331,SZ000504,*ST生物,1695629.28,4984040.45,33131542.07,0.00307180122252923,553921445.8,417778303.89,3184118.81,27525623.48
20210331,SZ000505,京粮控股,42105354.84,274757224.16,2338783061.35,0.0503267965169187,5684487935.29,2543148794.71,165230301.76,2747216903.27
20210331,SH600624,ST复华,5723772.66,5353061.95,248763677.03,0.00639841880384134,2113691833.5,931490011,202251758,1102527399.26
20210331,SH600626,申达股份,264999025.23,-143739458.75,2799068567.73,0.332168014322464,10542047867.29,7410426781.8,3119627705.33,2705715139.69
20210331,SH600628,新世界,23838460.27,-72718357,269416208.18,0.0366314144209266,6109602009.96,1738717785.45,37958914.68,4367321724.51
20210331,SH600630,龙头股份,10547174.63,-13238798.15,705376112.94,0.024382623996021,2705923278.82,1147632163.56,214395303.28,1536901681
20210331,SH600635,大众公用,91282130.91,75776270.87,1818614973.14,0.00732457947439599,24057113512.12,14357068998.23,5316867437.4,8391802994.62
20210331,SH600636,*ST国化,4064255.22,-67249359.81,46707105.83,0.00909357754171487,3132193593.43,82937688.71,10584860.96,3049255904.72
20210331,SH600637,东方明珠,243240106.81,123995500.52,2021143833.42,0.0825943956182535,44286774314.41,9526071482.07,1847961274.56,29483746788.54
20210331,SH600639,浦东金桥,118546022.55,-670387107.7,408974928.98,0.11340798590595,29121031764.35,18299589208.76,7207728814.26,10608698458.3
20210331,SH600638,新黄浦,35971624.54,93787405.71,186371497.39,0.0453122010445711,21988090338.58,17494450072.96,5263381964.92,4293535260.29
20210331,SZ000507,珠海港,97158254.29,50063041.1,1211289822.97,0.0911335461203454,14615968497.02,8659333783.04,3870056858.32,5273229324.72
20210331,SH600641,先导基电,200120393.99,-45788331.11,415101732.47,0.206235675927037,7696171893.63,801292842.63,239379983.7,6888519082.38
20210331,SH600640,国脉文化,-14995074.19,-35507375.83,963416311.21,-0.0193091773598845,6329818282.21,1352944944.88,52961724.72,4491855807.38
20210331,SH600642,申能股份,1012615512.92,1545362884.85,6056979358.46,0.177528824549177,81396350101.82,41430928047.41,23230422766.83,31738148382.27
20210331,SH600644,乐山电力,37071225.48,-23053844.77,611009641.65,0.0691735960523778,3881072797.23,2019671925.2,737114639.1,1629171200.52
20210331,SH600643,爱建集团,327088983.82,-19180303.93,545449781.29,0.201698515528041,26896801849.54,14911858135.47,5593398788.96,11979483557.17
20210331,SZ000023,*ST深天,27532259.72,-23179569.94,390677553.61,0.0300443734998873,2180877811.55,1547413532.37,15200772.65,468737743.35
20210331,SH600647,退市同达,3858188.02,-78059544.4,3863293.79,0.0280129320403281,504719289.99,173901026.78,0,303338338.29
20210331,SH600648,外高桥,335981312.71,-1668088301.86,2158459458.82,0.291600996734464,37923774194.15,26328730358.58,10899475642.93,11277969042.06
20210331,SH600645,中源协和,45810334.85,49151166.35,366683497.82,0.0973474379648598,5126007661.74,1424710159.88,99866505.01,3595012040.38
20210331,SZ000509,华塑控股,14274935.64,-37555044.16,11149429.71,0.0125594840102083,220305050.16,57703629.45,11108270.46,160193238.53
20210331,SZ000510,新金路,68766669.21,-45076807.05,643394224.37,0.111310662408101,1825092464.37,664978070.56,59517338.53,1130771547.22
20210331,SH600649,城投控股,170502273.39,-5004226467.5,1223564918.34,0.0667178024533423,65655355066.96,44153435121.17,18613515752,19863019926.21
20210331,SH600658,电子城,-108337872.46,-592772399.57,248742080.17,-0.095938458894737,19199938920.59,12038357082.83,6256328618.75,6873880319.14
20210331,SH600657,信达地产,268583342.43,337787506.93,1363768777.85,0.103594049342763,99566106955.79,75193570635.68,27232568813.9,23275487637.87
20210331,SZ000026,飞亚达,118242099.5,28711219.83,1378277735.81,0.271305867822519,4412065471.64,1500148343.95,199601559.35,2911884821.93
20210331,SH600650,锦江在线,46484355.76,-34352878.5,707943242.33,0.0652589957348262,5282842643.28,1344583242.8,558102173.56,3533045318.04
20210331,SH600660,福耀玻璃,854169300,1757993567,5705966779,0.340926531880748,39922816663,17399507380,4986702322,22528004468
20210331,SH600662,外服控股,143799002.76,379344488.94,2751746736.43,0.123533039881056,5844163444.15,2298319438.26,120889786.69,3224451792.78
20210331,SH600661,昂立教育,67018624.47,-28479581.61,484534901.72,0.180060395221296,2735121668.04,2195483042.99,635501886.36,514362407.55
20210331,SZ000025,特  力Ａ,21550230.57,-4764233.42,144033886.08,0.0503213538251622,1736552808.59,330356476.21,29815781.69,1332216113.71
20210331,SH600663,陆家嘴,1042831271.42,1384909324,2948380656.47,0.219245486532261,105860566366.91,71023706952.68,28408001363.48,21165411555.98
20210331,SH600664,哈药股份,87294712.49,-173741428.63,2979901298.63,0.0330559504250167,11785990822.15,7710251471.43,612119199.7,3562389783.89
20210331,SH600665,天地源,-35581155.44,256762542.18,341676781.21,-0.0401668751901445,34704612215.63,30508115478.04,8339345484.91,3878238248.86
20210331,SZ000514,渝 开 发,-22087629.16,71351948.92,42721826.02,-0.0252677656074596,7977673058.1,4164470036.16,608115807.61,3349883369.44
20210331,SH600666,奥瑞德,-49150676.6,23270940.18,138861723.25,-0.0395243113192137,2895061853.15,2865246507.42,573425406.18,8348981.7
20210331,SH600668,尖峰集团,100857600.31,63356746.43,781597643.77,0.258138977080899,6110258432.97,1316424574.7,299280307.85,4526395442.07
20210331,SH600667,太极实业,148803763.02,-746655921.15,4390767683.16,0.0624389914945278,21546828105.9,13249656960.84,1616864757.62,7558018095.78
20210331,SZ000028,国药一致,389563731.02,-306748999.24,16049966325.75,0.767997751358737,43020753415.92,25695350801.68,2384298056.95,14277162387.04
20210331,SZ000516,国际医学,-185159657.65,66349139.44,632244259.12,-0.0804395824937031,12734148827.48,6892690626.13,4220927398.76,5811083248.5
20210331,SH600671,天目药业,-3353092.51,-1311785.21,38914225.39,-0.0252013494786063,440790500.68,350811255.08,95022652.23,69774456.34
20210331,SH600600,青岛啤酒,1054731323,2465865133,8927731306,0.749174737979304,42978389188,20500511365,4540793341,21699240410
20210331,SZ000027,深圳能源,702882196.42,703940533.06,5916947256.01,0.128413946625518,120132771202.13,74914309925.69,52925807859.1,41250794366.99
20210331,SZ000029,深深房Ａ,87960756.81,303456191.73,415282352.53,0.0870254508431687,5155621819.61,1407163978.48,17627942.13,3887861147.3
20210331,SH600673,东阳光,-80838264.13,415119490.25,2610528618.72,0.00721932598233933,27373540984.71,17553802291.43,5249072846.89,7008136775.15
20210331,SH600675,中华企业,102780872.97,-10649727.75,803411331.38,0.0112945882077355,47520741794.3,30300396023.84,13992271887.44,15776325709.52
20210331,SH600674,川投能源,653915932.64,30609317.12,212558556.42,0.146722490027451,41901814588.15,11447931346.38,6066913885.27,29462173534.44
20210331,SH600676,交运股份,4446194.53,62093186.78,1999863453.54,0.0108430125311584,8912076318.87,2992599894.45,750888852.81,5590242831.65
20210331,SZ000030,富奥股份,207009538.43,238081329.72,3103708802.33,0.121076787858331,15030790364.44,6542176424.58,1180210292.62,7487557468.67
20210331,SH600678,四川金顶,20621951.48,14225254.19,75245222.66,0.0587245048282186,524742240.41,337560342.41,133281542.3,185715221.53
20210331,SZ000031,大悦城,489837641.15,-1782061908.47,6891125244.6,0.0628089499758338,204596959554.85,158432304204.92,61086736958.44,18615947044.9
20210331,SZ000519,中兵红箭,96723699.79,-143394190.58,1366095787.59,0.0694575246292871,12347683665.37,3722855934.12,369870566.34,8624827731.25
20210331,SH600679,上海凤凰,19680101.9,-40141968.5,540330382.26,0.0456677640251333,3075659450.05,1128766634.26,149595946.25,1918133981.31
20210331,SZ000521,长虹美菱,11367859.37,-968522457.8,4130121476.44,0.00507164193644387,16470661999.78,11488183100.26,740353414.17,4853488708.14
20210331,SH600682,南京新百,311328520.84,299134265.98,1476657996.73,0.205085435036177,24776213196.65,7504100326.78,1024980269,16430959150.63
20210331,SH600683,京投发展,129034944.42,1031335731.35,1684677226.6,0.14223342475083,47008913194.44,38531111259.91,23123632763.96,6434220102.53
20210331,SZ000525,红太阳,19623496.09,63905357.47,860778536.56,0.0380491500504363,11520565373.97,7407082315.13,763449530.03,4034732381.06
20210331,SH600684,珠江股份,352214423.56,134298875.64,1759882711.01,0.42960097337719,28682736230.26,25182050715.24,6675210551.09,2475422265.52
20210331,SH600685,中船防务,-38264237.74,139777625.94,1823615807.05,-0.0148174289171831,37721218087.4,20516189091.8,3028622665.88,14106155760.83
20210331,SZ000513,丽珠集团,597752377.41,514620182.77,3349814145.87,0.553352748848854,21358886910.97,7227951539.59,827159052.42,12518509301.39
20210331,SZ000032,深桑达Ａ,167981892.19,-2639010532.72,8126470864.47,0.066930855136634,2553090026.5,739683456.81,27966775.27,1601270596.19
20210331,SZ000526,学大教育,4673439.18,333303914.06,691802386.62,0.0455735747383325,5236813715.68,4277489115.57,498354907.1,968455472.15
20210331,SH600686,金龙汽车,5223434.94,463102474.42,2689343621.13,0.00464190317277163,23034879979.65,16721310299.49,3832615717.15,5101438797.28
20210331,SH600688,上海石化,1175274000,-322532000,20379079000,0.108416871743032,43426055000,12873813000,178616000,30413467000
20210331,SZ000523,红棉股份,-37708642.52,-78995738.31,604676208.94,-0.0531010523309029,3293345827.95,7003441077.93,835992189.84,-2618641434.38
20210331,SH600689,上海三毛,3246076.3,19599508.48,161076543.16,0.0161499119392421,727868674.8,298194037.23,41938155.02,429936522.46
20210331,SZ000524,岭南控股,-61585572.32,-118036642.02,288458778.99,-0.0834668874293775,3360426622.8,1034410742.77,132539957.21,2292902131.11
20210331,SZ000528,柳    工,499349743.94,211768936.05,8642395245.63,0.330612736492532,36920233779.93,24600683619.92,2944899531.23,11873800081.55
20210331,SH600691,潞化科技,148814930.38,511281803.44,4408569629.88,0.0559999179909596,25120758351.8,18619728849.63,1292251313.71,5668363997.38
20210331,SH600692,亚通股份,4155042.16,-36729201.85,189887672,0.0108960173089199,2756058434.91,1804272305.6,166186963.75,884649138.73
20210331,SH600690,海尔智家,3096970287.19,2868305560.21,54772592531.47,0.326816550275367,205542336997.99,129204339779.26,21238757877.7,75000476951.99
20210331,SH600695,退市绿庭,3969253.64,-7199716.54,15924491.92,0.00558159818689102,894594552.22,225870113.79,161728894.98,668724438.43
20210331,SH600693,东百集团,46249493.4,47542159.29,511823831.46,0.0335713946348132,13768182467.75,9822379914.17,5701586167.96,3390182480.93
20210331,SH600694,大商股份,314074602.43,577375661.33,2463151227.4,0.986058946450364,21742559662.64,12457887064.49,5362246663.78,8992058318.63
20210331,SZ000541,佛山照明,80029327.3,177346228.84,1597135618.67,0.0355071688216467,7851627428.83,2171437307.25,331931784.29,5629948280.73
20210331,SZ000539,粤电力Ａ,-70006091,727967306,8877792519,-0.0159661523497636,88793725069,52904737338,28116741649,27409481697
20210331,SZ000547,航天发展,197441332.93,-457070119.4,945029709.4,0.116804559822162,12561977697.77,3021938436.82,138679153.83,8614620341.86
20210331,SZ000550,江铃汽车,277530327,-2012581942,8041295685,0.321508139348991,27034411547,15770407211,578271721,11264004336
20210331,SZ000553,安道麦A,150844000,-837773000,7187164000,0.0634711181000138,48431370000,26620455000,12430882000,21728692000
20210331,SH600697,欧亚集团,55210953.2,-28510142.36,2021586942.39,0.0748793865913583,22682825198.5,17293992497.32,2729291011.55,3267723134.84
20210331,SH600800,渤海化学,65814827.27,242569344.05,916916394.67,0.0555030499391805,4850542591.61,2011148519.2,5306023.05,2839394072.41
20210331,SH600699,均胜电子,288760710.46,346922417.35,12287069490.81,0.161899833120265,55391197311.57,35753722647.37,16606721267.45,15303125304.91
20210331,SH600696,*ST岩石,10516419.03,186487316.92,87392723.92,0.0284835784589235,1005614715.2,458742278.07,15516481.99,427285220.21
20210331,SZ000544,中原环保,151618690.69,57808346.91,1209152782.1,0.153520141976446,16843793919.25,9800664439.22,6378556472.21,6407194202.2
20210331,SZ000530,冰山冷热,-31442601.12,17535066.89,491609773.09,-0.0342793028448284,5808295767.48,2390532080.88,303756257.02,3346705051.18
20210331,SZ000537,绿发电力,709979810.64,151850009.76,5372504059.2,0.350766501754676,74625439425.3,58335066211.58,32644509335.5,15778898284.35
20210331,SZ000554,泰山石油,1451788.59,-49465551.28,615061588.26,0.00284989674981341,1379151245.23,457606109.52,95032974.46,918083321.99
20210331,SZ000538,云南白药,761866576.33,-128050971.43,10327715582.47,0.597429011905408,53797491344.84,14500781715.52,1164620698.43,39006530456.04
20210331,SZ000548,湖南投资,17195704.91,-330404868.41,85839523.24,0.0344454332797564,2411251120.25,600148956.54,7531424.37,1811102163.71
20210331,SZ000543,皖能电力,100921941.81,654007856.12,4172092989.79,0.0484645229589273,34356256184.71,15277800218.54,6976150490.99,14188497454.92
20210331,SH600807,济高发展,-64775586.83,-113292145.19,247945504.56,-0.0807516495076429,4946501634.79,4356440865.66,1514186971.76,421168706.82
20210331,SZ000532,华金资本,4026007.51,105167591.18,87768146.23,0.0164393805499455,2585962205.52,1401475381.02,215542026.27,1005598437.93
20210331,SH600803,新奥股份,1834830000,298910000,25822160000,0.211715035509,109174420000,69235810000,24448970000,11629190000
20210331,SH600802,福建水泥,32183346.53,26765700.47,618244480.84,0.0889884832331111,4604109770.81,2735760607.31,318697512.89,1777748883.44
20210331,SH600801,华新建材,804539066,287961671,6189376312,0.350214047401048,44321132362,17748111527,6670890787,24336756031
20210331,SH600804,退市鹏博,24969956.54,302373159.28,1171306438.46,0.0186156704537401,12592345820.57,11591138072.91,4392762054.12,924870421.32
20210331,SH600805,悦达投资,-272483979.37,-194111309.3,909570757.31,-0.318449078047507,9603437045.01,4407127299.43,810175600.65,4663246214.06
20210331,SZ000533,顺钠股份,4738265.5,-22672562.64,340169786.03,0.00490496301475357,2354232987.89,1415159451.86,213485855.98,699336959.33
20210331,SZ000551,创元科技,55520574.13,8759546.9,921690124.88,0.0841055668797376,5259657281.54,2506428142.94,139792924.17,1971624748.04
20210331,SH600809,山西汾酒,2184769602.15,246411587.02,7332071098.88,2.50371316617745,21978347604.74,9722929648.07,84088321.23,11964725202.2
20210331,SH600810,神马股份,369831402.75,268377203.46,2996950220.35,0.375828490406981,22351191593.57,15712563981.36,4571280823.04,5937535048.81
20210331,SH600811,*ST东方,194655849.34,216199517.38,3080101935.42,0.0498346561789293,45823510156.73,24238068626.67,7076095187.62,21316478295.01
20210331,SH600808,马钢股份,1640921026,2193893473,23885240150,0.196198829623902,86528205734,52295549245,4831403236,29872032893
