报告期,代码,名称,净利润,经营现金流,营业收入,EPS,总资产,总负债,长期负债,股东权益
20200630,SZ000005,ST星源,-33501530.98,40449835.83,133235863.47,-0.03035469951078,2968127157.42,1259343184.12,38574559.71,1618179405.23
20200630,SH600654,中安科,-185358209.45,-125653886.68,1014688966.38,-0.144470129955598,4912573463.12,4778723065.67,636662695.92,133850397.45
20200630,SH600601,方正科技,-109072853.68,140220185.34,2186910531.55,-0.0487341709489123,10243078486.6,8452690872.28,854375273.02,1779837036.12
20200630,SH600651,飞乐音响,747783016.15,-91732718.84,2026973188.9,0.770169138892493,5096174735.88,5809999701.11,3832333237.25,-789473845.28
20200630,SH600652,退市游久,3954343.65,9245634.81,8437223.05,0.00474880153559773,1768439977.51,57163242.77,9178051.41,1711276734.74
20200630,SH600653,申华控股,1486408.97,140957886.14,3014636884.35,-0.0165952880317788,6337026268.56,3938051352.43,1363796840.86,1847077570.61
20200630,SH600602,云赛智联,99343490.58,-171466989.4,1954374037.09,0.0663968284593196,5709410375.2,1313605678.16,20867502.5,4210671754.6
20200630,SZ000004,*ST国华,2091171.89,-35743936.93,53481116.86,0.0155986311638485,1480736950.4,71786027,4316387.09,1394755202.6
20200630,SZ000002,万  科Ａ,18629194388.09,22605962036.88,146349506729.71,1.07658873006415,1806186613769.1,1514930506717.89,198991136056.1,195617745446.49
20200630,SZ000001,平安银行,13678000000,-25666000000,78328000000,0.704836527725324,4178622000000,3827225000000,0,351397000000
20200630,SZ000009,中国宝安,339647803.57,250205786.73,3975994699.66,0.0524530582130281,29639145062.44,18745168812.45,5755164267.4,5677337816.33
20200630,SH600603,广汇物流,300981950.16,1090798734.42,1274630432.86,0.219093109505866,17223781040.2,10709769325.18,2362183749.19,6192554994.53
20200630,SZ000012,南  玻Ａ,401876965,779644389,4424221349,0.127484850111676,19364312707,9311991284,3252625031,9671644531
20200630,SH600604,市北高新,97293531.63,-1644828017.49,829126656.44,0.0509955841227854,19377120241.44,11116681574.81,5407049389.74,6348835222.76
20200630,SZ000016,深康佳Ａ,72244328.36,-1076366927.48,17524183896.74,0.0393288786013873,43508804666.2,33573553366.11,11698401158.88,8042493415.89
20200630,SH600605,汇通能源,27760234.08,-202613247.89,42087829.26,0.198106506548948,1126111663.27,374217189,0,753324162.57
20200630,SH600606,绿地控股,10803052779.97,4133517728.9,209843341428.87,0.659065567629219,1171217481371.38,1036647935818.64,216119242736.7,77563390163.65
