报告期,代码,名称,净利润,经营现金流,营业收入,EPS,总资产,总负债,长期负债,股东权益
20211231,SZ000005,ST星源,139461103.14,279093997.09,383536205.94,0.13134803655705,2474377401.28,999198447.06,89869410.17,1374244340.31
20211231,SH600654,中安科,-1495357078.2,-98893763.56,2519991125.18,-1.16605214299565,4022653661.49,5467778388.16,824817719.75,-1445837025.7
20211231,SH600601,方正科技,-1213842465.41,-15579615.55,5431613647.39,-0.552029335846753,8152257244.63,8841591718.97,637193014.47,-700936872.87
20211231,SH600651,飞乐音响,-451313128.94,34383975.45,4571482653.19,-0.180558598476611,7696054524.77,5391019559.11,951668626.72,2171831581.3
20211231,SH600652,退市游久,-75819857.86,-51045115.09,15827347.63,-0.0910526472413113,1809345350.74,136411383.68,17014075.04,1672933967.06
20211231,SH600653,申华控股,140909253.55,429737976.91,7097882961.37,0.0212390075459235,4191085684.77,2742793010.73,1037706099.49,1175375300.67
20211231,SH600602,云赛智联,292220550.52,156133853.23,4992976623.96,0.187690098511125,6931923106.13,2249533202.33,218958860.45,4453120486.97
20211231,SZ000004,*ST国华,-508574482.45,3101531.46,288944181.62,-3.26344502368819,1110569957.85,162325227.49,5825645.47,947687384.87
20211231,SZ000002,万  科Ａ,38069527018.02,4113160948.2,452797773974.14,1.93748736335502,1938638128699.08,1545865352173.99,234418884835.26,235953134212.41
20211231,SZ000001,平安银行,36336000000,-192733000000,169383000000,1.87241848745631,4921380000000,4525932000000,0,395448000000
20211231,SZ000009,中国宝安,1759125767.38,-279272690.5,17553419112.71,0.401517323806054,37073195202.73,21414358734.26,5987258170.15,8000289198.35
20211231,SH600603,广汇物流,632551203.69,2028113698.92,4321436158.97,0.491815094611898,24200009655.07,14539285913.82,4191071343.06,8988416696.32
20211231,SZ000012,南  玻Ａ,1558101624,3899648030,13672372823,0.497084273125401,19935902125,8072574720,4282659916,11426724496
20211231,SH600604,市北高新,129612344.79,-450986516.81,1114107380.55,0.0613944796620508,21158502440.13,12710461512.09,6644954344.73,6534018613.41
20211231,SZ000016,深康佳Ａ,806700826.1,808756394.11,49106513669.58,0.375985682512616,39874520771.26,29673571422.83,6505255382.05,9095278436.41
20211231,SH600605,汇通能源,56961388.32,-458049511.84,112873790.32,0.292159566048158,2064133428.58,931476363.26,406784163.21,1121150944.23
20211231,SH600606,绿地控股,9442808520.98,62232569505.11,544286361989.03,0.483622480257464,1469097908741.81,1305215016365.48,150381882908.12,89972496128.65
20211231,SH600608,*ST沪科,2741794.4,6012209.67,322489392.21,0.00443886940822594,217308496.39,149800729.56,2777043.86,61489234.33
20211231,SZ000011,深物业A,1008009706.75,-1828979752.45,4911120528.33,1.72049812282677,14835846843.78,10198975172.84,3735374210.26,4590052057.75
20211231,SZ000017,深中华A,-1639556,15673932.87,165246577.95,-0.00360333765784386,97363437.22,73360703.54,228302.37,8918538.16
20211231,SZ000007,全新好,40348594.82,-48706064,178349915.25,0.115372478362152,432015468.58,317966862.39,114492124.11,101314443.49
20211231,SZ000006,深振业Ａ,553490185.34,-3874666592.53,3088570522.77,0.401253435881127,23601034832.62,15416658976.27,6174209646.83,7645579620.25
20211231,SZ000020,深华发Ａ,7201902.02,-12323760.07,765611248.7,0.0254339271527454,659933225.57,316482586.26,4481820.18,343450639.31
20211231,SZ000008,神州高铁,-1378800511.42,458771832.01,2214804536.96,-0.501432887085967,12384892306.63,7048782810.2,1510432895.89,5202449962.95
20211231,SZ000014,沙河股份,48989403.97,-72482011.57,641736448.88,0.175620280702053,2538868019.69,1545268782.97,133896611,928065953.22
20211231,SH600609,金杯汽车,364840968.46,485045693.86,5190752269.03,0.14863437388043,4423078758.26,3393012887.25,605776018.5,780848880.28
20211231,SH600611,大众交通,377805467.92,1422900984.01,2151309598.77,0.138929498856198,19289640996.31,9090616845.8,2261670463.17,9655716277.66
20211231,SH600612,老凤祥,2447244546.73,1989782736.75,58690773414.31,3.5867760087956,22274857485.87,11416212394.44,1314521309.26,9191135714.96
20211231,SH600655,豫园股份,3835062200.62,-6917092341.89,51973956174.31,0.968690133541079,132505306111.86,90719028803.22,35138396602.72,34293753085.67
20211231,SH600616,金枫酒业,-17063272.3,68121447.67,649379399,-0.0192013467613356,2270956082.44,358749841.36,116774623.15,1923457203.4
20211231,SZ000019,深粮控股,436310641.83,440396029.54,10139563710.11,0.37198014082613,7669618906.32,2972712639.61,938460086.45,4630292102.34
20211231,SH600618,氯碱化工,1755766869.31,1377706272.09,6664189491.23,1.53208891344702,9300488421.59,2196764401.2,154921129.58,6864775657.24
20211231,SH600619,海立股份,290513596.52,415942325.78,15768789532.94,0.297609926871553,21095414587.98,13450480141.53,1540728238.33,6225484314.57
20211231,SH600620,天宸股份,120026523.08,-211410099.71,41817567.02,0.179219377506761,2731229896.46,396620534.12,328573607.26,2200598853.33
20211231,SZ000501,武商集团,752423725.14,2176350587.47,7126519206.97,0.978453624862678,28188373233.76,17510721108.29,5935659190,10677652125.47
20211231,SZ000502,绿景退,-22358404.58,-8402527.69,172627790.71,-0.110477623296753,345462361.2,77377751.94,5627122.36,158998390.08
20211231,SZ000503,国新健康,-177122347.7,-104821324.48,252515004.56,-0.193803887572413,1192309580.42,405082955.22,2054476.87,785613339.24
20211231,SH600621,华鑫股份,497989811.29,-721028977.91,130326641.06,0.466319365900755,34242267063.55,26882381135.34,3567023452.33,7240162687.82
20211231,SH600622,光大嘉宝,499608530.74,3901926776.1,4094561570.29,0.241268487589106,35373110599.03,26628869195.43,15807215873.61,7076648684.81
20211231,SH600623,华谊集团,3530720076.22,5869294773.56,39691837446.67,1.39304953001506,52623928353.38,27793819103.07,5994806708,21468365987.27
20211231,SZ000504,*ST生物,-33101048.07,107098005.73,156618305.3,-0.0613849571116677,659245600.2,548926321.4,19923894.75,16640394.08
20211231,SZ000505,京粮控股,239233721.94,632240056.44,11763093835.56,0.281256895913776,6046600058.9,2734446266.35,188867256.01,2915802291.05
20211231,SH600624,ST复华,-102202523.81,45578980.11,1041335675.14,-0.155448126578063,1916227337.2,993070103.17,192253495.4,840111233.86
20211231,SH600626,申达股份,-68954450.99,125193186.17,10550411186.42,0.031953127718492,9672349598.26,6076588120.71,2756891057.05,3281221952.09
20211231,SH600628,新世界,70029168.61,259747487.63,1165547344.01,0.107375781577121,6111006686.2,1752427306.74,31672879.34,4354158757.57
20211231,SH600630,龙头股份,-303214763.2,75483811.28,2949499275.48,-0.716938675914265,2369031122.02,1128668398.58,235095482.97,1218990363.78
20211231,SH600635,大众公用,392175297.48,674261904.04,5417593979.7,0.102747818174842,24074948288.8,14058750640.31,5805054195.38,8715731073.26
20211231,SH600636,*ST国化,-427852611.77,85675858.35,444449331.14,-0.95729984731513,2755324568.13,186235578.63,3805178.65,2569088989.5
20211231,SH600637,东方明珠,1944097614.78,2105218347.75,9069176152.6,0.544827413589014,43680817947.38,8248606221.49,1507760995.63,30047555781.11
20211231,SH600639,浦东金桥,1575193037.35,1081724894.17,4617151585.65,1.44599199723377,33267839283.34,20754946742.34,5924622737.13,12339210904.23
20211231,SH600638,新黄浦,145289423.84,1614383136.57,3586081119.42,0.16326726252002,21441169624.77,16917849448.38,3362965536.75,4363001178.93
20211231,SZ000507,珠海港,544136936.96,824750545.42,6551824179.43,0.504728105439557,19731715636.55,11457128126.78,6491696177.35,6389712205.31
20211231,SH600641,先导基电,376948643.94,358924004.02,879907256.74,0.393051637653209,9166819576.39,1535957177.15,445229891.12,7615259204.24
20211231,SH600640,国脉文化,-354448161.82,73598389.69,4610932482.31,-0.449326663624801,5989177644.92,1351967879.74,34963123.86,4149482154.92
20211231,SH600642,申能股份,1670072064.12,3199702417.8,25803788094.68,0.312728004078542,89530551047.96,51102643580.24,27330134343.81,30735922291.95
20211231,SH600644,乐山电力,121829925,476572365.25,2571148042.2,0.218449995545046,3999155370.93,2058138380.58,699523917.72,1719859771.18
20211231,SH600643,爱建集团,1152379560.11,1498152980.82,1912862372.85,0.7103641989537,27049567371.62,14662416596.18,5362531784.98,12381416334.76
20211231,SZ000023,*ST深天,-26165455.44,141980387.27,1479874574.51,-0.382211785286197,2164806272.75,1605707073.57,62660142.59,411540781.58
20211231,SH600647,退市同达,5797341.21,70835171.73,97252902.02,0.0421355341300405,529687001.55,196929585.15,0,305303407.28
20211231,SH600648,外高桥,950417296.33,3533436402.63,8743501778.93,0.825392675909617,43108820894.56,31140604228.13,10758138520.65,11689025511.03
20211231,SH600645,中源协和,151209983.65,320957061.23,1535328653.68,0.331916762832796,5033377672.1,1500617384.63,104970741.52,3463453806.05
20211231,SZ000509,华塑控股,-1641143.91,-141614920.85,294590261.33,-0.00526040943527586,574888413.22,356534499.59,25066501.56,138159376.22
20211231,SZ000510,新金路,303518368.42,360552597.87,2978100414.59,0.49169791126253,2176374104.87,814014771.25,92719679.52,1336136135.66
20211231,SH600649,城投控股,897338459.07,-12678714607.79,9193004446.83,0.360354103814079,68901650022.25,46638126915.1,19705476597.94,20374462106.19
