报告期,代码,名称,净利润,经营现金流,营业收入,EPS,总资产,总负债,长期负债,股东权益
20241231,SH600654,中安科,20061405.9,94294713.78,3050607756.07,0.00695997000073452,3780703469.85,2123050068.78,234449607.31,1657653401.07
20241231,SH600601,方正科技,257389895.46,440075798.02,3481654488.91,0.0617198546352503,7069108924.48,2953012378.97,1015942821.77,4116096545.51
20241231,SH600651,飞乐音响,40083967.02,89876183.41,1964890481.08,0.0157454493343586,4286583033.9,1758875468.6,733223356.67,2457409477.12
20241231,SH600653,申华控股,31607067.83,73781875.19,4193384127.55,0.0198310453013074,3305254178.95,2347186671.42,889016857.07,820890018.67
20241231,SH600602,云赛智联,221861979.73,347736493.41,5622737030.93,0.147983796790148,7842397292.65,2978790416.68,296958335.54,4752460865.6
20241231,SZ000004,*ST国华,-137217470.76,-16671888.17,98660353.71,-0.993617881324652,311208761.2,238295594.25,37064567.21,64038621.94
20241231,SZ000002,万  科Ａ,-48703934402.33,3799847632.35,343176440712.96,-4.14714894635791,1286259859765.82,947405197282.08,228343379631.36,202666487973
20241231,SZ000001,平安银行,44508000000,63336000000,146695000000,2.2935271367158,5769270000000,5274428000000,0,494842000000
20241231,SZ000009,中国宝安,1032323948.08,1662423468.08,20227883804.41,0.0669293873026932,53774802564.92,32058991536.21,16065025817.78,9914702465.97
20241231,SH600603,广汇物流,528615041.8,1921847181.65,3737105999.4,0.413551404375066,21795808237.25,14315045707.42,4963255292.35,6975644732.8
20241231,SZ000012,南  玻Ａ,247600543,1756923649,15455386401,0.0868769348095374,31220417923,17217773951,7242436667,13535949795
20241231,SH600604,市北高新,95366109.67,-309063896.01,2581523206.79,0.016297897344206,20792957407.12,12407317669.15,7412810980.07,6423378948.08
20241231,SZ000016,深康佳Ａ,-3884138773.61,173888842.99,11114763969.59,-1.36863097386716,30412763900.34,28178112216.55,9145066795.46,2369668838.1
20241231,SH600605,汇通能源,95102672.6,72431262.41,136522804.15,0.461030803646393,1648371604.79,265583714.31,17545827.25,1382787890.48
20241231,SH600606,绿地控股,-19736730791.99,-3336171738.85,240639734873.02,-1.1065723087664,1099908116815.35,980706212158.1,126967148415.6,64021534810.07
20241231,SH600608,*ST沪科,-7266156.55,9179255.99,17226735.08,-0.0172801787060223,124562766.4,84196602.97,2957235.01,37825808.81
20241231,SZ000011,深物业A,-1287143724.11,-1423998174.52,2734158884.05,-1.87047656056028,15293205498.3,12062773542.16,5298107152.71,3361683048.5
20241231,SZ000017,深中华A,15838251.53,-17152733.19,579869315.88,0.0244422719990021,434452097.75,66312937.62,3212882.77,343761246.16
20241231,SZ000007,全新好,56456229.02,199918045.57,307276011.84,0.162857468954277,318805983.54,127253547.62,14710441.81,179254650.17
20241231,SZ000006,深振业Ａ,-1751446952.05,1114966173.23,6064948157.84,-1.16175639530458,17226824619.46,11536088868.9,3934608242.5,5403775698.78
20241231,SZ000020,深华发Ａ,36738290.33,109141743.81,816682662.07,0.12974336465211,680192681.5,276533673.57,5793805,403659007.93
