lambda,rebalance_date,signal_date,period_end,stock_code,stock_name,weight,composite_score,active_factors,factor_weights,state_conditioned_icir,factor_states
0.7,2020-10-09,2020-09-30,2020-10-30,SZ000835,长动退,0.05,2.1764850182058337,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SH600306,退市商城,0.05,2.0676822004001125,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SZ002071,长城退,0.05,2.0569020243541156,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SH600146,退市环球,0.05,1.9828658160836072,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SZ002072,凯瑞德,0.05,1.9768609720632777,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SZ002629,仁智股份,0.05,1.8658243678306101,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SH603996,退市中新,0.05,1.8434046898421106,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SZ002175,东方智造,0.05,1.7862027091355759,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SH600734,实达集团,0.05,1.7743412968184868,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SH603157,退市拉夏,0.05,1.6692490209708382,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SZ002052,同洲电子,0.05,1.6632310045989729,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SZ002535,林州重机,0.05,1.652998550911493,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SZ002290,禾盛新材,0.05,1.6299961161864391,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SH600520,三佳科技,0.05,1.5614842322330384,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SZ002633,申科股份,0.05,1.5608046020175406,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SH600462,退市九有,0.05,1.5597041605351667,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SZ002209,达 意 隆,0.05,1.557165530202747,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SH600768,宁波富邦,0.05,1.556743749888988,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-10-09,2020-09-30,2020-10-30,SZ002719,麦趣尔,0.05,1.5424006006382946,size,"{""size"": 1.0}","{""size"": 2.087672093542165}","{""size"": ""Bull"", ""value"": """", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300898,熊猫乳品,0.05,14.62712909084228,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300893,松原安全,0.05,10.096714349272151,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300722,新余国科,0.05,9.780417363243673,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SH688386,泛亚微透,0.05,9.440359825235195,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300895,铜牛信息,0.05,8.708805795423187,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300863,卡倍亿,0.05,8.53624306376944,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300819,聚杰微纤,0.05,8.301508861378439,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300891,惠云钛业,0.05,7.494969445549183,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300897,山科智能,0.05,7.394837026147054,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300711,广哈通信,0.05,7.069023300945479,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300062,中能电气,0.05,6.971664985696766,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300840,酷特智能,0.05,6.760671175069313,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300880,迦南智能,0.05,6.693345299144224,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300890,翔丰华,0.05,6.482148246837699,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300869,康泰医学,0.05,6.480128559517933,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300892,品渥食品,0.05,6.230248982139289,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300865,大宏立,0.05,6.210896048146849,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300876,蒙泰高新,0.05,6.138200342721898,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ300883,龙利得,0.05,6.0232300241314904,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-11-02,2020-10-30,2020-11-30,SZ003000,劲仔食品,0.05,5.9369974114054855,liquidity,"{""liquidity"": 1.0}","{""liquidity"": 0.7534166680035842}","{""size"": ""Bull"", ""value"": ""Bear"", ""liquidity"": ""Bull""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SH600634,退市富控,0.05,2.46474274262411,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SZ000835,长动退,0.05,2.431314089451966,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SZ002071,长城退,0.05,2.2217972147716702,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SZ002356,赫美集团,0.05,2.210251668378797,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SH600146,退市环球,0.05,2.156194048418946,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SZ002072,凯瑞德,0.05,2.00951495280177,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SZ002499,科林退,0.05,1.9826287281696486,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SH600306,退市商城,0.05,1.9371128533364759,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SZ002188,中天服务,0.05,1.8943986806273738,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SZ002052,同洲电子,0.05,1.8230638814333535,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SZ002629,仁智股份,0.05,1.8208149230381525,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SH600734,实达集团,0.05,1.8163085032742523,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SZ002175,东方智造,0.05,1.813769464934448,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SH603157,退市拉夏,0.05,1.793686421515943,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SZ000890,法尔胜,0.05,1.7736407266388778,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SZ000673,当代退,0.05,1.6790106955259605,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SZ000662,天夏退,0.05,1.6560186226060494,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SH600520,三佳科技,0.05,1.6127171963858469,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SZ002535,林州重机,0.05,1.5963210005757085,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2020-12-01,2020-11-30,2020-12-31,SH600086,退市金钰,0.05,1.5833194818631717,size,"{""size"": 1.0}","{""size"": 0.38566156873993557}","{""size"": ""Bear"", ""value"": ""Bull"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SH600090,退市济堂,0.05,6.747968079294373,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SH600781,退市辅仁,0.05,5.430910456098214,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SZ300038,数知退,0.05,5.010702526941629,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SZ002470,金正大,0.05,4.476258801237437,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SZ000564,供销大集,0.05,3.642778826200015,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SZ000809,和展能源,0.05,3.5703961930388433,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SH600348,华阳股份,0.05,3.347540128693726,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SH600751,海航科技,0.05,3.3076971596185683,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SZ000980,众泰汽车,0.05,3.2522466353847186,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SH600297,广汇汽车,0.05,3.1988203635173824,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SZ002309,中利集团,0.05,3.0232043928989287,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SZ002433,太安退,0.05,2.9821442518250763,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SH601997,贵阳银行,0.05,2.9096809424099357,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SH600123,兰花科创,0.05,2.9073746307088117,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SZ000900,现代投资,0.05,2.8355935885075336,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SH601658,邮储银行,0.05,2.8014511649586966,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SZ000666,经纬纺机,0.05,2.7699069777321594,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SH600782,新钢股份,0.05,2.725251836590923,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SH600146,退市环球,0.05,2.7190374477702193,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-01-04,2020-12-31,2021-01-29,SH600694,大商股份,0.05,2.7105002495010706,value,"{""value"": 1.0}","{""value"": 2.3982500958072954}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-02-01,2021-01-29,2021-02-26,SZ300038,数知退,0.04999999999979645,7.199475509171895,value,"{""value"": 1.0}","{""value"": 0.6855039747593469}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-02-01,2021-01-29,2021-02-26,SH600090,退市济堂,0.0499999999998453,6.565979002894683,value,"{""value"": 1.0}","{""value"": 0.6855039747593469}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-02-01,2021-01-29,2021-02-26,SH600781,退市辅仁,0.049999999999843524,6.407921059172982,value,"{""value"": 1.0}","{""value"": 0.6855039747593469}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-02-01,2021-01-29,2021-02-26,SZ002470,金正大,0.04999999999990392,4.83095070679218,value,"{""value"": 1.0}","{""value"": 0.6855039747593469}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-02-01,2021-01-29,2021-02-26,SZ002309,中利集团,0.04999999999992235,4.3400851857679745,value,"{""value"": 1.0}","{""value"": 0.6855039747593469}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-02-01,2021-01-29,2021-02-26,SZ000415,渤海租赁,0.04999999999993435,4.05796095614927,value,"{""value"": 1.0}","{""value"": 0.6855039747593469}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-02-01,2021-01-29,2021-02-26,SH600348,华阳股份,0.049999999999950105,3.6644894336207265,value,"{""value"": 1.0}","{""value"": 0.6855039747593469}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-02-01,2021-01-29,2021-02-26,SH600322,津投城开,0.04999999999994966,3.6501716933118744,value,"{""value"": 1.0}","{""value"": 0.6855039747593469}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-02-01,2021-01-29,2021-02-26,SZ000809,和展能源,0.049999999999954546,3.4932795180022116,value,"{""value"": 1.0}","{""value"": 0.6855039747593469}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-02-01,2021-01-29,2021-02-26,SZ002433,太安退,0.049999999999953214,3.489664134568537,value,"{""value"": 1.0}","{""value"": 0.6855039747593469}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-02-01,2021-01-29,2021-02-26,SH601077,渝农商行,0.049999999999959875,3.335947060273185,value,"{""value"": 1.0}","{""value"": 0.6855039747593469}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-02-01,2021-01-29,2021-02-26,SH600123,兰花科创,0.04999999999996132,3.3351418082128705,value,"{""value"": 1.0}","{""value"": 0.6855039747593469}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-02-01,2021-01-29,2021-02-26,SZ000564,供销大集,0.04999999999996132,3.3298702007105185,value,"{""value"": 1.0}","{""value"": 0.6855039747593469}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
0.7,2021-02-01,2021-01-29,2021-02-26,SH600805,悦达投资,0.04999999999996698,3.2191040883811763,value,"{""value"": 1.0}","{""value"": 0.6855039747593469}","{""size"": ""Bear"", ""value"": ""Bear"", ""liquidity"": ""Bear""}"
