lambda,TotalReturn,AnnualReturn,Sharpe,MDD,Turnover
0.3,0.5033481325399614,0.08030933190706624,0.29857589090999365,-0.37378767777378896,0.5468801543451477
0.4,0.5033481325394842,0.08030933190700118,0.29857589090975006,-0.3737876777737458,0.5468801543451416
0.5,0.503348132539539,0.08030933190700873,0.2985758909097742,-0.3737876777737752,0.5468801543451195
0.6,0.5035513177780266,0.08033699532452854,0.2986961358038451,-0.37378767777370026,0.547240587080268
0.7,0.503755082190984,0.080364734553102,0.2988131767095594,-0.3737876777738045,0.5476019494028019
0.8,0.5037550821909376,0.08036473455309578,0.29881317670952784,-0.37378767777378064,0.5476019494027938
