trade_date,size,liquidity,value
2022-07-01,0.26604890587173163,0.11193981570563245,-0.03271670072137197
2022-07-04,0.22699439217532108,0.03951701079264432,-0.015287794304883423
2022-07-05,0.26202175102725367,0.06268220083184729,-0.05061473236223724
2022-07-06,0.2934435155658913,0.07628109294934696,-0.032888473791837326
2022-07-07,0.2720400828050621,0.05128435027979203,-0.055672688453851996
2022-07-08,0.2542306448462374,0.09750598832605341,-0.09143418730140328
2022-07-11,0.22723269341358235,0.11665176128318988,-0.12338092507358006
2022-07-12,0.264344060625536,0.15442256958069536,-0.15674691068450355
2022-07-13,0.2135833254990875,0.11322567186020022,-0.15384122528350253
2022-07-14,0.23535193256348555,0.052456378047797285,-0.05114924889854944
2022-07-15,0.26499299810928933,0.05780802132733859,-0.01962296274912874
2022-07-18,0.24159834494636737,0.06498439237829765,-0.07141651438850113
2022-07-19,0.2023548273082709,0.03950677577048055,-0.0547361577401092
2022-07-20,0.22314373793058265,0.07171992832050676,-0.06279068027180242
2022-07-21,0.19295457681514822,0.020738565588849373,0.0019169735108272809
2022-07-22,0.1411291500495231,0.0038101658317464737,-0.032419788396662264
2022-07-25,0.14505547027614077,0.06319460537255021,-0.035298644797473515
2022-07-26,0.15514795998103276,-0.031819667454375616,0.02615539506073542
2022-07-27,0.07290393661653527,-0.153834709196199,0.11812946151152011
2022-07-28,0.034752521229124936,-0.19669828806785478,0.12887507992822225
2022-07-29,0.055707751039701804,-0.18458890006781886,0.1239614357565524
2022-08-01,0.08668622544000848,-0.24406151216345434,0.19227456688665626
2022-08-02,0.1304290091344298,-0.2630514381721141,0.2550585951175188
2022-08-03,0.11698814323268066,-0.2797954147709726,0.2855502185191153
2022-08-04,0.12925904966969284,-0.28143958070324476,0.2776188307393371
2022-08-05,0.1833056163306214,-0.2506969817880339,0.3184986194082574
2022-08-08,0.11946713841859338,-0.2754445008234922,0.335790072393845
2022-08-09,0.10031643195498184,-0.25861562304547864,0.3371583822595839
2022-08-10,0.050379874189043536,-0.31766675697751473,0.35300490076831714
2022-08-11,0.03249522938874161,-0.33849766072420673,0.33822786791282416
2022-08-12,0.037862869870470904,-0.30968609336966973,0.2645431479268517
2022-08-15,0.055197347725557185,-0.36196552571591084,0.2882042247078548
2022-08-16,0.04093074699732834,-0.44556338826748165,0.322032856699456
2022-08-17,0.048743740607587384,-0.4317616099253753,0.26391317674294057
2022-08-18,0.021434763104138787,-0.4732276283133707,0.2986089103027631
2022-08-19,0.05084921669346787,-0.40655285341002323,0.23961270882817254
2022-08-22,0.10682620001807443,-0.4062465719688622,0.3044195330963935
2022-08-23,0.07529971041725121,-0.4013824293345149,0.2799485068743002
2022-08-24,0.014156168191979223,-0.4036417978948347,0.2756896120509979
2022-08-25,-0.011384329339917603,-0.3184026249668799,0.14471228919673368
2022-08-26,0.040039895417775896,-0.27709971497246577,0.13294698929315305
2022-08-29,0.02204864065020305,-0.3667894476834667,0.1630026808822971
2022-08-30,-0.06757660246714728,-0.3364934676531524,0.09239443439680065
2022-08-31,-0.04576585149168985,-0.31347566802941534,0.11560985853368544
2022-09-01,-0.048924840756193626,-0.3350727543123123,0.16158311585899168
2022-09-02,-0.11628764594516257,-0.33034398381976476,0.1726228020165924
2022-09-05,-0.13491469069487552,-0.25454508984153834,0.0886477527885248
2022-09-06,-0.023268290719101893,-0.2861058058343223,0.07124146342429079
2022-09-07,-0.01754935695162555,-0.32411727656285305,0.06008991598312069
2022-09-08,0.08371572325642274,-0.22517354896129796,0.017748979531702694
2022-09-09,0.13747087968567012,-0.14258254483161725,-0.032712430925276315
2022-09-13,0.11344950571033174,-0.14740205871662715,0.008087616642486714
2022-09-14,0.10167253458134674,-0.14107511847765486,0.009521515918356434
2022-09-15,0.11077051221190266,-0.039233096860825406,-0.052245144971245105
2022-09-16,0.09643852752021696,-0.010935914920206943,-0.03429180401362121
2022-09-19,0.11795089486822567,0.016144459213118263,-0.04274331487107863
2022-09-20,0.07514776793496761,-0.04481248471405926,-0.05190853892634654
2022-09-21,0.03825933404874793,-0.07695457574902313,-0.06870897503637477
2022-09-22,0.026616960381589415,-0.15842555632214025,-0.030611073005802483
2022-09-23,0.12393665176666425,-0.07478277898980688,-0.07899392890788225
2022-09-26,0.15240372830355284,-0.07912116706778455,-0.03385989241545472
2022-09-27,0.1274151095342518,-0.06907113210607282,-0.06062492465343876
2022-09-28,0.11078954748787224,0.027711528825424457,-0.1408096749268672
2022-09-29,0.11493385097834255,0.06027345851818961,-0.13150518869469469
2022-09-30,0.1613994789728038,0.14241399496496354,-0.16088842781665774
2022-10-10,0.1727975467098897,0.15827487888030536,-0.1965375727815606
2022-10-11,0.18883274240466963,0.13339812475300952,-0.19395947876412506
2022-10-12,0.2179717282765499,0.06373618990107027,-0.1252617333155378
2022-10-13,0.14744033418979316,0.04973398499303117,-0.07759610011798372
2022-10-14,0.18083712041674285,-0.010562988664626734,0.013529335904302739
2022-10-17,0.09670191992958638,0.015574872933904816,-0.02428439313256631
2022-10-18,0.13748736607886425,-0.014501422645182085,0.010098364985133161
2022-10-19,0.14789778384308225,-0.024929378332476416,0.01343213375971783
2022-10-20,0.13989210198766705,-0.042551923337438353,0.016014675309013456
2022-10-21,0.15655530529959544,0.004191984844722713,-0.022383200635190368
2022-10-24,0.15840058634547272,-0.0858828194617088,0.07904335554683582
2022-10-25,0.11324237258666535,-0.1190575550280706,0.11541450018042196
2022-10-26,0.12261780476301667,-0.11715879590100074,0.1551791554617999
2022-10-27,0.08449315285014591,-0.1418054876797192,0.19277604022698225
2022-10-28,0.11591916100900324,-0.09860083655414831,0.19775308581933493
2022-10-31,0.05724736742789864,-0.15605926794046115,0.2693777611772012
2022-11-01,0.06431695624955452,-0.1871539708187907,0.2852510057067925
2022-11-02,0.06047711848609336,-0.19128684535027382,0.2765761382484252
2022-11-03,0.11990604384196797,-0.19082107334512585,0.3023896613194928
2022-11-04,0.13601181187244615,-0.2479151562399468,0.35259399553323556
2022-11-07,0.05538638603980027,-0.2746343557074165,0.312392196846613
2022-11-08,0.0466615843241155,-0.2663563009327443,0.29073545020666836
2022-11-09,0.03466543647906149,-0.28237944411081645,0.3014447954043073
2022-11-10,-0.024341401621519106,-0.2754004287837141,0.2644832007610973
2022-11-11,0.016679948488882476,-0.180559668868426,0.17329060657525774
2022-11-14,0.027992767341380946,-0.21674654485507863,0.20607097409127553
2022-11-15,0.058875802476344524,-0.2560748572276952,0.24313512347441463
2022-11-16,0.024424313563406602,-0.20851534582506454,0.20712795644760557
2022-11-17,-0.03191895690020752,-0.2788783012612164,0.26264422756909295
2022-11-18,-0.04830965926708914,-0.2733117162055834,0.2431146406091065
2022-11-21,-0.023068672247447075,-0.3098488233591949,0.28666048075262485
2022-11-22,-0.036175498479449786,-0.2810301800072789,0.2503732191385141
2022-11-23,-0.0040618120127719655,-0.2575407518795382,0.23425584934169494
2022-11-24,-0.015422848851021553,-0.27477901952814815,0.250114143828368
2022-11-25,-0.016277879940742954,-0.1520620563685399,0.0879771724732018
2022-11-28,-0.059057088723632356,-0.18013594121592022,0.07659044981550962
2022-11-29,-0.12791403561941664,-0.2222520959331337,0.02458438182865035
2022-11-30,-0.14317864279159773,-0.20217962684361335,-0.027456374267409392
2022-12-01,-0.11038859801854603,-0.2495872539312252,0.05317832148397987
2022-12-02,-0.14805695633325297,-0.17648117659778956,0.012223588902840692
2022-12-05,-0.053238603128453986,-0.10427086709799466,-0.04037506136497412
2022-12-06,-0.05520762122635208,-0.05461911286898767,-0.05837811291483723
2022-12-07,-0.10722126687239159,-0.0933347987243395,-0.06996114579113275
2022-12-08,-0.0978476894495879,-0.05546577408668948,-0.11290649715903879
2022-12-09,-0.07386361343184335,-0.04196376015432348,-0.13603554023893583
2022-12-12,-0.1269742821067033,-0.13032445234576714,-0.02750421082325179
2022-12-13,-0.1302369260953728,-0.09488792090441527,-0.11458713457529934
2022-12-14,-0.17106244430747902,-0.13651618482717268,-0.07328022047423609
2022-12-15,-0.21601705152126396,-0.17498994427930398,-0.05455442204195755
2022-12-16,-0.16948859080485798,-0.12362733873134214,-0.13168366206397233
2022-12-19,-0.1214895572386856,-0.13220519271158224,-0.08475870695163934
2022-12-20,-0.18619002336747864,-0.14034946590348701,-0.10324968148544615
2022-12-21,-0.15533459705335462,-0.10396649099085238,-0.1231161191881423
2022-12-22,-0.04124890803285767,-0.03306553051418053,-0.1464725471148093
2022-12-23,0.011934019624525968,-0.05663891478411804,-0.13199019817219007
2022-12-26,0.028711165557303832,-0.07865633189628764,-0.07304883176989375
2022-12-27,0.06142440596436407,-0.0422155016008984,-0.08978731653096045
2022-12-28,0.1374977882912266,0.010837453539033466,-0.1105428151597973
2022-12-29,0.19239738875580448,0.02251948549026365,-0.044671532261740976
2022-12-30,0.19218789608760392,0.029228380210042374,-0.03689975662798925
2023-01-03,0.1758393203514367,-0.05834870664973349,-0.01693279043556518
2023-01-04,0.10425269271020607,-0.04447197665811263,-0.07261864622090192
2023-01-05,0.17696034676743164,-0.05767076876772535,-0.003475373346884281
2023-01-06,0.21280831331846903,-0.022359668897141055,-0.000758981622617674
2023-01-09,0.20542678588985736,-0.05711963482621798,0.03345995972408126
2023-01-10,0.24913572987742888,-0.05280089899725668,0.05362782708168585
2023-01-11,0.2302987903963949,-0.07004191697718715,0.060521334333312984
2023-01-12,0.2695705634315854,-0.07035479076063668,0.11796584296251512
2023-01-13,0.24877985286360288,-0.06472350660374708,0.12450389140871297
2023-01-16,0.24823260548235232,-0.09088895231972359,0.1640690414156985
2023-01-17,0.28834072120816734,-0.042893417942553934,0.15810186936963383
2023-01-18,0.26698575217065035,-0.0437402848077067,0.15052678879675127
2023-01-19,0.30061595894497756,-0.029663599577595956,0.1673503115455603
2023-01-20,0.26625652313174614,-0.05694537572323392,0.1609464202773072
2023-01-30,0.2140167990580531,-0.08696374929843399,0.20044845967951896
2023-01-31,0.15039426984905047,-0.049928914364634744,0.16674735917421565
2023-02-01,0.1280328527540101,-0.1307983367710349,0.22320848724366862
2023-02-02,0.10791923397183031,-0.1675424811170297,0.27200951027979514
2023-02-03,0.06747564834115902,-0.19449091049031622,0.2661369092594315
2023-02-06,0.008124746921811008,-0.2606454366919544,0.28149049442915175
2023-02-07,0.039762863877840206,-0.22379086195502326,0.23690852162886
2023-02-08,0.07061653932072136,-0.1965369837433292,0.2284822009954052
2023-02-09,0.10747823421350944,-0.2273442673500309,0.22684598867919106
2023-02-10,0.03335375947397591,-0.1895138321110778,0.17773797317434997
2023-02-13,-0.013457789143884223,-0.21741385839584684,0.18093437279974708
2023-02-14,0.030066005090532956,-0.21526105917560895,0.22882328534982932
2023-02-15,0.0010871637177380937,-0.26931719400596515,0.2544716916573119
2023-02-16,0.04059981293801288,-0.1580961840788062,0.24683503628380735
2023-02-17,0.00839734550037507,-0.11723586101525123,0.21136348187921403
2023-02-20,0.08346645349715301,-0.07082580480240318,0.15388784551589385
2023-02-21,0.12300700377509716,-0.037010308635236654,0.15414490888547971
2023-02-22,0.0701653609321242,-0.04697686770838608,0.14552794675248665
2023-02-23,0.1054339486821371,-0.010448240542579958,0.1437139597367264
2023-02-24,0.0846689906868203,0.010838673698686695,0.10968860871854758
2023-02-27,0.08857232389404308,-0.010781113580217421,0.12856765229914416
2023-02-28,0.05671735471606137,-0.012599754303238944,0.09084785157120147
2023-03-01,-0.036225805897999605,-0.06443135957187987,0.06480574981537432
2023-03-02,-0.02312208613021415,-0.002027192139272513,0.01627795005431056
2023-03-03,-0.006951916660512954,0.047051544928616074,0.005742613351419363
2023-03-06,-0.05635403136176821,-0.0077833375173044445,0.07073315698662026
2023-03-07,-0.07188717608558771,0.04163370305490678,0.02299799688400835
2023-03-08,-0.1258320396713325,0.015143689922398588,0.0035371380464038486
2023-03-09,-0.23821597528998054,-0.034332532566840185,-0.005201187262366756
2023-03-10,-0.2547553496350733,-0.026851319215162615,0.03135237291243234
2023-03-13,-0.1741597660397418,0.0110732027601002,0.056729977621784895
2023-03-14,-0.14242636168163347,-0.004629506768778031,0.09649881192714659
2023-03-15,-0.18278777144042635,0.029703556964903937,0.023264405042502382
2023-03-16,-0.22720875503898766,0.013679011623926632,0.03253751358049007
2023-03-17,-0.2767987724216459,-0.056591316376520574,0.008583173612064938
2023-03-20,-0.2480817001549204,-0.03196129288014924,0.006707466567561662
2023-03-21,-0.26310406072136233,-0.0490783421509389,0.06460385546376961
2023-03-22,-0.3107610368049631,-0.14741513878082912,0.0692196257740546
2023-03-23,-0.23874581249364393,-0.14945754348822707,0.11460591307053292
2023-03-24,-0.2606361582764454,-0.20876693839462865,0.14954161618451411
2023-03-27,-0.22660686013751988,-0.24864707273332823,0.17332785040598053
2023-03-28,-0.2306632706103937,-0.2352882856787825,0.15428574861188107
2023-03-29,-0.15418023918544732,-0.1844449141388713,0.19435748814315013
2023-03-30,-0.044614692728903754,-0.16740757223093197,0.24383208351543492
2023-03-31,-0.021710982206387147,-0.2115349208848867,0.2835822862065687
2023-04-03,-0.014385866983529526,-0.2500100881342796,0.31335403017626606
2023-04-04,0.00039125991264060895,-0.2775640474325483,0.34143052354605574
2023-04-06,0.052324460972015374,-0.28570016441475365,0.3588820891055699
2023-04-07,0.09460615939685092,-0.28614235718190606,0.37165811905053314
2023-04-10,0.1499594222081316,-0.2538557667577393,0.3694374585023671
2023-04-11,0.1478929581317136,-0.273008491196269,0.3487911185812598
2023-04-12,0.12407836100501722,-0.3241112749201509,0.3361876728052626
2023-04-13,0.16362252447462536,-0.26649229347284575,0.3086615284013086
2023-04-14,0.20026767794836575,-0.24198313378241626,0.30456199060137523
2023-04-17,0.2299209323890919,-0.18867397502832395,0.24350719896387896
2023-04-18,0.2694756832717162,-0.18019064573519103,0.23426316134895817
2023-04-19,0.286842058282572,-0.2288558244310988,0.2351901510397703
2023-04-20,0.340889593694477,-0.21346335578501832,0.20070726264542316
2023-04-21,0.3564724253911969,-0.1219392228925999,0.17194012177669263
2023-04-24,0.3239055409055827,-0.10804671102471139,0.14863093150265216
2023-04-25,0.33330301196638745,-0.03407579554106309,0.11513040498298091
2023-04-26,0.2993769573618674,0.04852528039362533,0.09318606112156094
2023-04-27,0.3066423349771933,0.136932376326469,0.0623991762583332
2023-04-28,0.2886690863353834,0.11297079613964921,0.04107128394001371
2023-05-04,0.2678194388927109,0.16452369214171753,-0.005088843996816985
2023-05-05,0.24969888161046708,0.2339425628934349,-0.04867300267483688
2023-05-08,0.2663316236606902,0.210168048996174,-0.06734814198605035
2023-05-09,0.3016106420813333,0.27822172144503793,-0.10870610925817771
2023-05-10,0.27471248576106383,0.21125680724582854,-0.033402475243923896
2023-05-11,0.17609293633609868,0.2385154286860497,-0.0669559547903588
2023-05-12,0.16504311743273642,0.25281215693942727,-0.1066439287391955
2023-05-15,0.18110756322779645,0.25999087609668453,-0.09660385061075843
2023-05-16,0.16629403608200877,0.2704930855613224,-0.09677193325878039
2023-05-17,0.07795169089730218,0.22124151295533842,-0.1024716504490982
2023-05-18,0.03786046520436226,0.2291220016261882,-0.12030923861548858
2023-05-19,0.02411681722544862,0.26655591814213286,-0.10977009429327603
2023-05-22,-0.004010276820942906,0.2700948558268012,-0.127195095348549
2023-05-23,0.0006178922992426291,0.23978341907110712,-0.07524429696265753
2023-05-24,-0.051129480743029664,0.13358032201403905,-0.012818210197461013
2023-05-25,-0.002853193262182037,0.13869137155241446,0.02085368174152093
2023-05-26,0.02153493543025374,0.08181690588375908,0.053249154710129
2023-05-29,0.1456491114967962,0.12040911538090943,0.011452068664609294
2023-05-30,0.16029869261259308,0.07874383226966367,0.009558979169801265
2023-05-31,0.13562209270298467,0.01724948258081781,0.05468074758568
2023-06-01,0.16338334176371425,0.005044726307113876,0.038355674994809144
2023-06-02,0.19010630588070485,-0.005372494302450365,0.03471368744706985
2023-06-05,0.17689656089359942,-0.02654536245973078,0.04508950830552055
2023-06-06,0.18407392557146957,-0.03388416946351073,0.0704139229246362
2023-06-07,0.13762591828240905,-0.08609480515479102,0.084327402362613
2023-06-08,0.159143401812101,-0.03594144011684808,0.013016508393498969
2023-06-09,0.19351606837907023,-0.11261183637101982,0.05712814912320176
2023-06-12,0.1570678368907457,-0.10178730862634718,0.06313306136342857
2023-06-13,0.1765076287785714,-0.11818627181901852,0.09575212439939522
2023-06-14,0.21460608169453135,-0.10894758512918601,0.1236690639330265
2023-06-15,0.27260719370853215,-0.12951435746411344,0.1552229913928487
2023-06-16,0.284111880393327,-0.17880656169480902,0.22057436159041158
2023-06-19,0.2879983170233196,-0.2765355084955026,0.2956934593991376
2023-06-20,0.2793158758196562,-0.33264869723701107,0.3432748909045543
2023-06-21,0.2514299786552514,-0.3047665572283102,0.32353060705814346
2023-06-26,0.23051680913534167,-0.25280843948649573,0.30765821001691546
2023-06-27,0.19428358568189394,-0.33353597067025764,0.31993994681086735
2023-06-28,0.18660263898555965,-0.32178572383069187,0.30937168722371244
2023-06-29,0.07822879285449111,-0.39219768605580607,0.3394179912285032
2023-06-30,0.06769547007549621,-0.3979550182577839,0.3630102454830242
2023-07-03,0.06963073311276768,-0.4153614238074236,0.36806233363599783
