trade_date,active_return,growth_return,market_return,active_return_20d,state,state_name
2023-06-27,-0.015766138631634,-0.0063661386316341,0.0093999999999999,-0.027091435288301602,0,Bear
2023-06-28,0.0035580722517035,0.0023580722517036,-0.0012,-0.026115671310098953,0,Bear
2023-06-29,0.0015075295512651,-0.0033924704487348,-0.0049,-0.01977312550429655,0,Bear
2023-06-30,-0.0102609256528542,-0.0048609256528543,0.0054,-0.03336858090410233,0,Bear
2023-07-03,-0.013744642382172,-0.000644642382172,0.0131,-0.042032275153430554,0,Bear
2023-07-04,-0.0045986301189676,-0.0029986301189676,0.0016,-0.03271476846831378,0,Bear
2023-07-05,0.0067382005201309,-0.0009617994798691,-0.0077,-0.0258685469109613,0,Bear
2023-07-06,0.0050825060691916,-0.0016174939308084,-0.0067,-0.02601418562546509,0,Bear
2023-07-07,0.0045054366451703,0.0001054366451703,-0.0044,-0.017099338487166382,0,Bear
2023-07-10,-0.0055946785363987,-0.0006946785363987,0.0049,-0.010365975451545495,0,Bear
2023-07-11,-0.0083444185965077,-0.0018444185965077,0.0065,-0.01780751110847767,0,Bear
2023-07-12,0.0064719177397764,-0.0002280822602236,-0.0067,-0.010183106873210113,0,Bear
2023-07-13,-0.0157295334558955,-0.0014295334558955,0.0143,-0.017009331520406734,0,Bear
2023-07-14,-0.0019377408755967,-0.0017377408755967,0.0002,-0.017152869071106136,0,Bear
2023-07-17,0.0087428091026165,0.0005428091026165,-0.0081999999999999,-0.0015651495394811699,0,Bear
2023-07-18,0.0011726223805641,-0.0020273776194359,-0.0032,0.010753225032428038,1,Bull
2023-07-19,-0.0012065708486753,-0.0023065708486754,-0.0011,0.0037064758184850444,1,Bull
2023-07-20,0.0062267285222656,-0.0008732714777344,-0.0070999999999999,0.002573692578494935,1,Bull
2023-07-21,-0.002157287939439,-0.0026572879394391,-0.0005,-0.016277747626597616,0,Bear
2023-07-24,0.0060683694831365,0.0016683694831365,-0.0044,-0.029439781073112736,0,Bear
2023-07-25,-0.0322642870025741,-0.0033642870025741,0.0289,-0.0457087260091531,0,Bear
2023-07-26,-0.0016835350196374,-0.0037835350196374,-0.0021,-0.05069301164147744,0,Bear
2023-07-27,0.0012531087128228,5.310871282280562e-05,-0.0012,-0.05093417156568247,0,Bear
2023-07-28,-0.0234787998770703,-0.0002787998770704,0.0232,-0.06360885833504248,0,Bear
2023-07-31,-0.007932835634189,-0.002432835634189,0.0055,-0.058090891498315034,0,Bear
2023-08-01,0.002737566900555,-0.0013624330994449,-0.0040999999999999,-0.0511489372238535,0,Bear
2023-08-02,0.0055628832874267,-0.0014371167125732,-0.0069999999999999,-0.052256674076169185,0,Bear
2023-08-03,-0.0066960908238692,0.0021039091761308,0.0088,-0.0633633111201305,0,Bear
2023-08-04,-0.0028225262060777,0.0010774737939223,0.0039,-0.07019616499113623,0,Bear
2023-08-07,0.0079068768771294,0.0003068768771294,-0.0076,-0.05757173737483401,0,Bear
2023-08-08,0.0030941689495407,0.0004941689495408,-0.0026,-0.04670097902882553,0,Bear
2023-08-09,0.0033840508997119,0.000284050899712,-0.0031,-0.04962571084065115,0,Bear
2023-08-10,-0.0019460991927043,0.0001539008072957,0.0021,-0.03631694868094848,0,Bear
2023-08-11,0.0237455856874475,0.0007455856874475,-0.023,-0.01151830883255689,0,Bear
2023-08-14,0.0097645496351634,0.0024645496351635,-0.0073,-0.010517090483903146,0,Bear
2023-08-15,0.0030584140687128,0.0006584140687129,-0.0024,-0.008653317339673228,0,Bear
2023-08-16,0.0053341750421731,-0.0019658249578269,-0.0073,-0.0021613375651106104,0,Bear
2023-08-17,-0.0031236441697699,0.00017635583023,0.0033,-0.011433764062855012,0,Bear
2023-08-18,0.0110751974289484,-0.0012248025710516,-0.0123,0.0016757050895603864,1,Bull
2023-08-21,0.0123699184388836,-0.0020300815611163,-0.0144,0.007949740418438767,1,Bull
2023-08-22,-0.0049889637527211,0.0027110362472789,0.0077,0.03635848323972546,1,Bull
2023-08-23,0.0152006394966819,-0.001199360503318,-0.0163999999999999,0.05388604900298444,1,Bull
2023-08-24,-0.00205080318371,0.0051491968162899,0.0072,0.05040846014499123,1,Bull
