state,state_name,z_ewma_active_return,z_rsi,z_macd,z_stoch_k,z_downside_deviation,z_active_beta,z_market_return
0,Bear,-0.6239051122363491,-0.8338813489789344,-0.6763441285945873,-0.8370393535378384,0.14632506616676597,-0.1059035465585207,-0.013222771565123073
1,Bull,0.51100799668882,0.6829885334494138,0.5539580481822335,0.6855750895643244,-0.11984719705087495,0.08674004765745497,0.010830079567624561
