trade_date,momentum_return,holdings_count,rebalance_date
2022-04-28,-0.0128191441801087,835,2022-03-31
2022-04-29,0.044722076046031,835,2022-03-31
2022-05-05,0.01840617150505,843,2022-04-29
2022-05-06,-0.0100986730741001,843,2022-04-29
2022-05-09,0.0157494508935607,843,2022-04-29
2022-05-10,0.0203567550864021,843,2022-04-29
2022-05-11,0.0074595517197656,843,2022-04-29
2022-05-12,0.003488674847443,843,2022-04-29
2022-05-13,0.0081807445626508,843,2022-04-29
2022-05-16,0.0056064251963097,843,2022-04-29
2022-05-17,0.0035926222610822,843,2022-04-29
2022-05-18,0.0056733350350715,843,2022-04-29
2022-05-19,0.0118886472279037,843,2022-04-29
2022-05-20,0.0115111788090394,843,2022-04-29
2022-05-23,0.0166865888781459,843,2022-04-29
2022-05-24,-0.0438505571060005,843,2022-04-29
2022-05-25,0.017184746365458,843,2022-04-29
2022-05-26,0.0012997819351841,843,2022-04-29
2022-05-27,-0.0005528284443492,843,2022-04-29
2022-05-30,0.0070539102007615,843,2022-04-29
2022-05-31,0.0061308890078496,843,2022-04-29
2022-06-01,-0.0007592820381753,854,2022-05-31
2022-06-02,0.0025810101894252,854,2022-05-31
2022-06-06,0.0198145234895406,854,2022-05-31
2022-06-07,-0.0019475674319054,854,2022-05-31
2022-06-08,-0.0013213198145066,854,2022-05-31
2022-06-09,-0.0128617653529714,854,2022-05-31
2022-06-10,0.0191898212414036,854,2022-05-31
2022-06-13,0.0046924658731831,854,2022-05-31
2022-06-14,0.0014134301733764,854,2022-05-31
2022-06-15,-0.0096621383828301,854,2022-05-31
2022-06-16,0.0055426142263318,854,2022-05-31
2022-06-17,0.0060260102729597,854,2022-05-31
2022-06-20,0.0064862867902281,854,2022-05-31
2022-06-21,-0.0096914629913458,854,2022-05-31
2022-06-22,-0.0089618152852006,854,2022-05-31
2022-06-23,0.0178547870799039,854,2022-05-31
2022-06-24,0.0080502983484338,854,2022-05-31
2022-06-27,0.0100921770428279,854,2022-05-31
2022-06-28,0.0106725722049231,854,2022-05-31
2022-06-29,-0.0233665035682858,854,2022-05-31
2022-06-30,0.0098457911886698,854,2022-05-31
2022-07-01,0.003051810866343,862,2022-06-30
2022-07-04,0.0105176960708583,862,2022-06-30
2022-07-05,-0.0017300608903052,862,2022-06-30
2022-07-06,-0.0149846285906507,862,2022-06-30
2022-07-07,0.0122312027035733,862,2022-06-30
2022-07-08,-0.0058766020971107,862,2022-06-30
2022-07-11,-0.0072090748469274,862,2022-06-30
2022-07-12,-0.0105121224712972,862,2022-06-30
2022-07-13,0.0160134629358682,862,2022-06-30
2022-07-14,0.0075036411302776,862,2022-06-30
2022-07-15,-0.0142761271422142,862,2022-06-30
2022-07-18,0.0217858191535568,862,2022-06-30
2022-07-19,0.0066626320984715,862,2022-06-30
2022-07-20,0.0100715213968064,862,2022-06-30
2022-07-21,-0.0088911382211982,862,2022-06-30
2022-07-22,-0.0008516694048935,862,2022-06-30
2022-07-25,-0.0114349063415165,862,2022-06-30
2022-07-26,0.01608344462725,862,2022-06-30
2022-07-27,0.0078363898561455,862,2022-06-30
2022-07-28,0.003389656238477,862,2022-06-30
2022-07-29,-0.0036981353460948,862,2022-06-30
2022-08-01,0.0048444666454978,871,2022-07-29
2022-08-02,-0.0418343493373625,871,2022-07-29
2022-08-03,-0.0122440043479064,871,2022-07-29
2022-08-04,0.0116838127742832,871,2022-07-29
2022-08-05,0.0037931050320829,871,2022-07-29
2022-08-08,0.0208637288088006,871,2022-07-29
2022-08-09,0.0068339194446699,871,2022-07-29
2022-08-10,0.0029043435652106,871,2022-07-29
2022-08-11,0.0071118708859621,871,2022-07-29
2022-08-12,-0.0032349598369745,871,2022-07-29
2022-08-15,0.0131495122799293,871,2022-07-29
2022-08-16,0.0130292059623926,871,2022-07-29
2022-08-17,0.0007810935536121,871,2022-07-29
2022-08-18,0.0035162045535525,871,2022-07-29
2022-08-19,-0.014597899688551,871,2022-07-29
2022-08-22,0.0090021986755877,871,2022-07-29
2022-08-23,0.0079355770463922,871,2022-07-29
2022-08-24,-0.0341048079355859,871,2022-07-29
2022-08-25,-0.0053156328338905,871,2022-07-29
2022-08-26,-0.0040182409749684,871,2022-07-29
2022-08-29,0.0096406895207096,871,2022-07-29
2022-08-30,-0.0116086690315527,871,2022-07-29
2022-08-31,-0.0353484433656126,871,2022-07-29
2022-09-01,-0.0021281838850077,875,2022-08-31
2022-09-02,0.0153160512850794,875,2022-08-31
2022-09-05,0.0077946829390121,875,2022-08-31
2022-09-06,0.0227518041670296,875,2022-08-31
2022-09-07,0.0092499958014147,875,2022-08-31
2022-09-08,-0.0090912600578411,875,2022-08-31
2022-09-09,-0.0042722442094069,875,2022-08-31
2022-09-13,0.0004265681911693,875,2022-08-31
2022-09-14,-0.0125707813914188,875,2022-08-31
2022-09-15,-0.0320308312441382,875,2022-08-31
2022-09-16,-0.0227860710627341,875,2022-08-31
2022-09-19,-0.0083302526478775,875,2022-08-31
2022-09-20,0.0222432080742945,875,2022-08-31
2022-09-21,0.0021968911394245,875,2022-08-31
2022-09-22,-0.0018060498321004,875,2022-08-31
2022-09-23,-0.024608940030148,875,2022-08-31
2022-09-26,-0.0105758701635233,875,2022-08-31
2022-09-27,0.0182923510321993,875,2022-08-31
2022-09-28,-0.0337523146920231,875,2022-08-31
2022-09-29,-0.0042838891488573,875,2022-08-31
2022-09-30,-0.0158365429673193,875,2022-08-31
2022-10-10,-0.0145340928248853,881,2022-09-30
2022-10-11,0.0111180764511204,881,2022-09-30
2022-10-12,0.0276428798319592,881,2022-09-30
2022-10-13,0.0076708100783337,881,2022-09-30
2022-10-14,0.0206705097537955,881,2022-09-30
2022-10-17,0.0086909385194306,881,2022-09-30
