trade_date,active_return,momentum_return,market_return,state,state_name
2022-03-22,-0.0007469888251798,-0.0015469888251799,-0.0008,1,Bull
2022-03-23,0.0011068067397094,0.0061068067397095,0.005,1,Bull
2022-03-24,-0.0050687249412418,-0.0109687249412418,-0.0059,1,Bull
2022-03-25,0.0082500274344944,-0.0097499725655056,-0.018,1,Bull
2022-03-28,-0.0016121958495049,-0.007912195849505,-0.0063,1,Bull
2022-03-29,-0.0045281714361905,-0.0080281714361905,-0.0034999999999999,1,Bull
2022-03-30,-0.0110386642694804,0.0179613357305195,0.0289999999999999,0,Bear
2022-03-31,-0.0028249899176776,-0.0102249899176777,-0.0074,0,Bear
2022-04-01,-0.0158100280711665,-0.0031100280711665,0.0127,0,Bear
2022-04-06,0.0024929516750222,-0.0004070483249778,-0.0029,0,Bear
2022-04-07,-0.0098267594591375,-0.0226267594591376,-0.0128,0,Bear
2022-04-08,-0.0116015592210102,-0.0065015592210102,0.0051,0,Bear
2022-04-11,-0.0073776267008594,-0.0382776267008594,-0.0308999999999999,0,Bear
2022-04-12,-0.0068650996214935,0.0126349003785065,0.0195,0,Bear
2022-04-13,-0.0117890592905578,-0.0213890592905578,-0.0096,0,Bear
2022-04-14,-0.0056126075966624,0.0068873924033376,0.0125,0,Bear
2022-04-15,-0.0169277101979899,-0.0176277101979899,-0.0007,0,Bear
2022-04-18,0.0155796720682441,0.0102796720682441,-0.0053,0,Bear
2022-04-19,0.0131597076725314,0.0055597076725315,-0.0076,0,Bear
2022-04-20,-0.0038609967417909,-0.0193609967417909,-0.0155,0,Bear
2022-04-21,-0.0251606365334115,-0.0435606365334115,-0.0184,0,Bear
2022-04-22,-0.0178472591065856,-0.0134472591065856,0.0044,0,Bear
2022-04-25,-0.0306870756349871,-0.0800870756349872,-0.0494,0,Bear
2022-04-26,-0.0299418719201624,-0.0380418719201625,-0.0081,0,Bear
2022-04-27,0.0192407899139974,0.0486407899139974,0.0294,0,Bear
2022-04-28,-0.0194191441801086,-0.0128191441801087,0.0066,0,Bear
2022-04-29,0.0204220760460309,0.044722076046031,0.0243,0,Bear
2022-05-05,0.01990617150505,0.01840617150505,-0.0015,0,Bear
