日期,代码,名称,日收盘价,日交易量,流通股本,总股本,总市值(万)
2020-05-21,SZ000005,ST星源,2.5,5457830,1057946242,1058536842,264634.2105
2020-05-21,SH600652,退市游久,1.92,4851000,832703498,832703498,159879.071616
2020-05-21,SH600654,中安科,1.77,4413700,755043154,1283020992,227094.715584
2020-05-21,SH600651,飞乐音响,3.07,3765689,985220002,985220002,302462.540614
2020-05-21,SH600602,云赛智联,7.51,15420547,1033464671,1367673455,1027122.764705
2020-05-21,SH600601,方正科技,3.48,21599217,2194891204,2194891204,763822.138992
2020-05-21,SH600653,申华控股,1.74,12790195,1946380317,1946380317,338670.175158
2020-05-21,SZ000004,*ST国华,28.5,2214383,82604584,165052625,470399.98125
2020-05-21,SZ000002,万  科Ａ,25.58,41036320,9715170043,11302143001,28910881.796558
2020-05-21,SZ000001,平安银行,13.4,55231200,19405752680,19405918198,26003930.38532
2020-05-21,SZ000009,中国宝安,6.78,79983050,2543836879,2579213965,1748707.06827
2020-05-21,SH600603,广汇物流,4.81,3903960,719418982,1259896247,606010.094807
2020-05-21,SZ000012,南  玻Ａ,4.62,10655944,1957741961,3108196163,1435986.627306
2020-05-21,SZ000016,深康佳Ａ,7.44,111595882,1596574300,2407945408,1791511.383552
2020-05-21,SH600605,汇通能源,10.45,953313,147344592,147344592,153975.09864
2020-05-21,SH600608,*ST沪科,4.23,1089210,318371441,328861441,139108.389543
2020-05-21,SH600604,市北高新,8.53,78011089,1407454804,1873304804,1597928.997812
2020-05-21,SH600606,绿地控股,5.42,21873766,12168154385,12168154385,6595139.67667
2020-05-21,SZ000011,深物业A,8.59,3042100,526475543,595979092,511946.040028
2020-05-21,SZ000017,深中华A,2.22,8462007,302981008,551347947,122399.244234
2020-05-21,SZ000007,全新好,7.85,2016301,308948044.5,346448044,271961.71454
2020-05-21,SZ000006,深振业Ａ,4.79,6466695,1348307972,1349995046,646647.627034
2020-05-21,SZ000020,深华发Ａ,8.83,570021,181165391,283161227,250031.363441
2020-05-21,SZ000008,神州高铁,3,17662035,2627827419,2780795346,834238.6038
2020-05-21,SZ000014,沙河股份,8.37,2794441,201705187,201705187,168827.241519
2020-05-21,SH600609,金杯汽车,5.22,24020943,1092667132,1092667132,570372.242904
2020-05-21,SH600611,大众交通,3.76,27035714,1563316364,2364122864,888910.196864
2020-05-21,SH600612,老凤祥,44.73,2067857,317109630,523117764,2339905.758372
2020-05-21,SH600614,退市鹏起,0.87,18983777,1511487658,1752773758,152491.316946
2020-05-21,SH600655,豫园股份,7.88,7434173,1602998144,3883761964,3060404.427632
2020-05-21,SH600616,金枫酒业,4.99,8267974,514619192,514619192,256794.976808
2020-05-21,SZ000019,深粮控股,8.7,40884915,416216407,1152535254,1002705.67098
2020-05-21,SH600618,氯碱化工,7.13,2037671,749839976,1156399976,824513.182888
2020-05-21,SH600619,海立股份,8.05,974115,582141047,883300255,711056.705275
2020-05-21,SH600620,天宸股份,5.69,1619735,686677113,686677113,390719.277297
2020-05-21,SZ000501,武商集团,10.93,6253144,767757255,768992731,840509.054983
2020-05-21,SZ000502,绿景退,6.21,1572060,183347957,184819607,114772.975947
2020-05-21,SZ000503,国新健康,10.02,15694839,898779932,898822204,900619.848408
2020-05-21,SH600621,华鑫股份,17.47,31130418,1060899292,1060899292,1853391.063124
2020-05-21,SH600622,光大嘉宝,3.94,34033841,1499685402,1499685402,590876.048388
2020-05-21,SH600623,华谊集团,5.22,14697469,1862196763,2105296763,1098964.910286
2020-05-21,SZ000504,*ST生物,7.25,912229,310673201,311573901,225891.078225
2020-05-21,SZ000505,京粮控股,8.02,34891963,406127806,685790364,550003.871928
2020-05-21,SH600624,ST复华,8.7,32302125,684712010,684712010,595699.4487
2020-05-21,SH600626,申达股份,5.24,27346402,808156847,852291316,446600.649584
2020-05-21,SH600628,新世界,11.72,2219103,646875384,646875384,758137.950048
2020-05-21,SH600630,龙头股份,6.96,13989805,424861597,424861597,295703.671512
2020-05-21,SH600635,大众公用,4.29,36691902,2418791675,2952434675,1266594.475575
2020-05-21,SH600637,东方明珠,9.25,28396230,3414500201,3414500201,3158412.685925
2020-05-21,SH600636,*ST国化,11.49,2082163,446936885,446936885,513530.480865
2020-05-21,SH600638,新黄浦,5.34,5440834,673396786,673396786,359593.883724
2020-05-21,SH600639,浦东金桥,15,5339315,850236703,1122412893,1683619.3395
2020-05-21,SZ000507,珠海港,5.09,4793900,841204550,930424895,473586.271555
2020-05-21,SH600641,先导基电,21.89,26355387,806158748,806158748,1764681.499372
2020-05-21,SH600640,国脉文化,16.9,3976484,795695940,795695940,1344726.1386
2020-05-21,SH600642,申能股份,5.28,4521551,4552038316,4912038316,2593556.230848
2020-05-21,SH600644,乐山电力,5.05,12615159,538400659,538400659,271892.332795
2020-05-21,SH600643,爱建集团,7.82,8140415,1434058576,1621922452,1268343.357464
2020-05-21,SZ000023,*ST深天,16.22,4947175,138756240,138756240,225062.62128
2020-05-21,SH600647,退市同达,13.07,2918630,139143550,139143550,181860.61985
2020-05-21,SH600648,外高桥,14.74,7433268,934791624,1135349124,1673504.608776
2020-05-21,SH600645,中源协和,19.71,7119864,383774589,467969890,922368.65319
2020-05-21,SZ000509,华塑控股,0.97,12968635,825479873,825483117,80071.862349
2020-05-21,SZ000510,新金路,4.1,11389549,549479157,609182254,249764.72414
2020-05-21,SH600649,城投控股,5.37,17082187,2529575634,2529575634,1358382.115458
2020-05-21,SH600657,信达地产,3.95,10164255,1524260442,2851878595,1126492.045025
2020-05-21,SH600658,电子城,5.93,77977257,1118585045,1118585045,663320.931685
2020-05-21,SZ000026,飞亚达,9.05,12707128,356716368,428238881,387556.187305
2020-05-21,SH600650,锦江在线,9.46,6412409,390560075,551610107,521823.161222
2020-05-21,SH600660,福耀玻璃,19.99,5721193,2002986332,2508617532,5014726.446468
2020-05-21,SH600662,外服控股,6.7,2605764,1053362191,1053362191,705752.66797
2020-05-21,SH600661,昂立教育,16.06,1369542,259076526,286548830,460197.42098
2020-05-21,SZ000025,特  力Ａ,17.82,1997422,392778320,431058320,768145.92624
2020-05-21,SH600663,陆家嘴,11.37,7263169,2933461440,4034197440,4586882.48928
2020-05-21,SH600664,哈药股份,3.48,16816685,2506955076,2507019076,872442.638448
2020-05-21,SH600665,天地源,3.39,676000,864122521,864122521,292937.534619
2020-05-21,SH600666,奥瑞德,1.71,7985964,803655532,1227326240,209872.78704
2020-05-21,SZ000514,渝 开 发,3.82,1934839,843770965,843770965,322320.50863
2020-05-21,SH600668,尖峰集团,15.06,7293687,344083828,344083828,518190.244968
2020-05-21,SH600667,太极实业,11.83,76780051,2106190178,2106190178,2491622.980574
2020-05-21,SZ000516,国际医学,4.09,16564343,1929001640,1971049302,806159.164518
2020-05-21,SZ000028,国药一致,40.07,1302911,367733625,428126983,1715504.820881
2020-05-21,SH600671,天目药业,10.64,889800,121720533,121778885,129572.73364
2020-05-21,SH600600,青岛啤酒,59.88,7775540,695913617,1350982795,8089684.97646
2020-05-21,SZ000027,深圳能源,5.39,5473166,3964491597,3964491597,2136860.970783
2020-05-21,SZ000029,深深房Ａ,10.81,0,891660000,1011660000,1093604.46
2020-05-21,SH600673,东阳光,6.61,28723384,2458926257,3013897259,1992186.088199
2020-05-21,SH600675,中华企业,4.13,7991023,2240471278,6096135252,2517703.859076
2020-05-21,SH600674,川投能源,8.7,4745347,4402140480,4402140480,3829862.2176
2020-05-21,SH600676,交运股份,4.59,18605103,1028492944,1028492944,472078.261296
2020-05-21,SH600677,*ST航通,3.01,0,453824669,521791700,157059.3017
2020-05-21,SZ000030,富奥股份,4.68,7393860,1759880870,1810552111,847338.387948
2020-05-21,SZ000031,大悦城,5.11,6047205,1813722958,4286313339,2190306.116229
2020-05-21,SH600678,四川金顶,6.41,7858934,348990000,348990000,223702.59
2020-05-21,SZ000519,中兵红箭,9.15,73252490,1391492468,1392558982,1274191.46853
2020-05-21,SH600679,上海凤凰,11.16,2832200,230598947,402198947,448854.024852
2020-05-21,SH600682,南京新百,8.85,12592534,1111611472,1346132221,1191327.015585
2020-05-21,SZ000521,长虹美菱,2.98,16079058,872447531,1044597881,311290.168538
2020-05-21,SH600683,京投发展,3.92,4787310,740777597,740777597,290384.818024
2020-05-21,SH600684,珠江股份,3.1,3752364,853460723,853460723,264572.82413
2020-05-21,SH600685,中船防务,17.53,28135864,821435181,1413506378,2477876.680634
2020-05-21,SZ000513,丽珠集团,39.85,5264132,595497332,934762675,3725029.259875
2020-05-21,SZ000525,红太阳,8.42,8965596,574514828,580772873,489010.759066
2020-05-21,SZ000032,深桑达Ａ,17.6,2952808,411283660,413219661,727266.60336
2020-05-21,SZ000526,学大教育,45.69,448400,96195107,96195107,439515.443883
2020-05-21,SH600687,退市刚泰,1.06,14558780,1488715304,1488715304,157803.822224
2020-05-21,SH600688,上海石化,3.84,13497428,7328813500,10823813500,4156344.384
2020-05-21,SH600686,金龙汽车,5.65,2950001,606738511,717047417,405131.790605
2020-05-21,SH600689,上海三毛,8.2,4508926,152204143,200991343,164812.90126
2020-05-21,SZ000523,红棉股份,5.77,18484814,626947136,627533125,362086.613125
2020-05-21,SZ000524,岭南控股,6.02,1479200,272301442,670208597,403465.575394
2020-05-21,SZ000528,柳    工,6.51,21146986,1462632724,1475921376,960824.815776
2020-05-21,SH600692,亚通股份,6.9,15522222,255010517,351764064,242717.20416
2020-05-21,SH600690,海尔智家,15.43,50872587,6308552654,6579566627,10152271.305461
2020-05-21,SH600691,潞化科技,1.91,9155360,1756390906,2375981952,453812.552832
2020-05-21,SH600693,东百集团,4.65,1917333,897247594,898229148,417676.55382
2020-05-21,SH600695,退市绿庭,7.03,9283049,366467152,711132100,499925.8663
2020-05-21,SH600694,大商股份,23.84,3489668,293718653,293718653,700225.268752
2020-05-21,SZ000541,佛山照明,5.5,68514353,1072554652,1399346154,769640.3847
2020-05-21,SZ000539,粤电力Ａ,3.45,1786731,2553907040,5250283986,1811347.97517
2020-05-21,SZ000547,航天发展,15.16,24247978,1205405063,1605678881,2434209.183596
2020-05-21,SZ000550,江铃汽车,11.56,2650521,518463085,863214000,997875.384
2020-05-21,SZ000553,安道麦A,9.14,1800801,468616702,2446553582,2236149.973948
2020-05-21,SH600699,均胜电子,19.81,33334735,1237263065,1237263065,2451018.131765
2020-05-21,SH600696,*ST岩石,10.98,960502,334469431,334469431,367247.435238
