日期,代码,名称,日收盘价,日交易量,流通股本,总股本,总市值(万)
2023-01-11,SZ000005,ST星源,1.83,4654300,1057946242,1058536842,193712.242086
2023-01-11,SH600654,中安科,2.55,2252005,2282022162,2810000000,716550
2023-01-11,SH600651,飞乐音响,3.24,5581964,1241584875,2507028015,812277.07686
2023-01-11,SH600602,云赛智联,8.58,43840585,1074302990,1367673455,1173463.82439
2023-01-11,SH600601,方正科技,2.49,10972610,4170293287,4170293287,1038403.028463
2023-01-11,SH600653,申华控股,1.88,7157787,1946380317,1946380317,365919.499596
2023-01-11,SZ000004,*ST国华,9.32,1186162,116328474,132848008,123814.343456
2023-01-11,SZ000002,万  科Ａ,18.99,66931289,9717360740,11630709471,22086717.285429
2023-01-11,SZ000001,平安银行,14.67,83056612,19405546950,19405918198,28468481.996466
2023-01-11,SZ000009,中国宝安,11.91,24841391,2551430324,2579213965,3071843.832315
2023-01-11,SH600603,广汇物流,9.08,33941231,1254820847,1254820847,1139377.329076
2023-01-11,SZ000012,南  玻Ａ,6.81,20493256,1956774751,3070692107,2091141.324867
2023-01-11,SZ000016,深康佳Ａ,4.63,9064350,1596567800,2407945408,1114878.723904
2023-01-11,SH600605,汇通能源,10.15,3373680,206282429,206282429,209376.665435
2023-01-11,SH600608,*ST沪科,4.51,664141,318371441,328861441,148316.509891
2023-01-11,SH600604,市北高新,5.07,10140800,1407454804,1873304804,949765.535628
2023-01-11,SH600606,绿地控股,3.01,61414419,14054218314,14054218314,4230319.712514
2023-01-11,SZ000011,深物业A,10.99,6452872,526475543,595979092,654981.022108
2023-01-11,SZ000017,深中华A,4.92,11879018,302981008,689184933,339078.987036
2023-01-11,SZ000007,全新好,7.87,4478200,308948044,346448044,272654.610628
2023-01-11,SZ000006,深振业Ａ,5.67,61149894,1349995046,1349995046,765447.191082
2023-01-11,SZ000020,深华发Ａ,9,703100,181165391,283161227,254845.1043
2023-01-11,SZ000008,神州高铁,2.36,12578900,2694491711,2780795346,656267.701656
2023-01-11,SZ000014,沙河股份,9.76,9455141,242046224,242046224,236237.114624
2023-01-11,SH600609,金杯汽车,4.31,3662272,1092667132,1311200558,565127.440498
2023-01-11,SH600611,大众交通,2.96,3380957,1563316364,2364122864,699780.367744
2023-01-11,SH600612,老凤祥,46.31,2322803,317109630,523117764,2422558.365084
2023-01-11,SH600655,豫园股份,7.53,5741207,3887524715,3899930914,2936647.978242
2023-01-11,SH600616,金枫酒业,6.6,11428041,669004950,669004950,441543.267
2023-01-11,SZ000019,深粮控股,7.3,4758990,416184832,1152535254,841350.73542
2023-01-11,SH600618,氯碱化工,9.83,2718263,749839976,1156399976,1136741.176408
2023-01-11,SH600619,海立股份,5.59,3628689,717441984,1084419906,606190.727454
2023-01-11,SH600620,天宸股份,11.6,7403621,686677113,686677113,796545.45108
2023-01-11,SZ000501,武商集团,10.51,11413334,768073142,768992731,808211.360281
2023-01-11,SZ000503,国新健康,9.95,7054658,898779932,906413204,901881.13798
2023-01-11,SH600621,华鑫股份,10.43,6325400,1060899292,1060899292,1106517.961556
2023-01-11,SH600622,光大嘉宝,3.16,15201003,1499685402,1499685402,473900.587032
2023-01-11,SH600623,华谊集团,6.33,4953028,1862196763,2131449598,1349207.595534
2023-01-11,SZ000504,*ST生物,12.06,895400,310673201,311573901,375758.124606
2023-01-11,SZ000505,京粮控股,7.86,5594300,620815364,726950251,571382.897286
2023-01-11,SH600624,ST复华,5.7,4018796,684712010,684712010,390285.8457
2023-01-11,SH600626,申达股份,3.5,3330500,852291316,1107978710,387792.5485
2023-01-11,SH600628,新世界,6.97,3055598,646875384,646875384,450872.142648
2023-01-11,SH600630,龙头股份,5.35,4465400,424861597,424861597,227300.954395
2023-01-11,SH600635,大众公用,2.94,5446900,2418791675,2952434675,868015.79445
2023-01-11,SH600637,东方明珠,6.6,12031821,3414500201,3414500201,2253570.13266
2023-01-11,SH600636,*ST国化,9.8,14476436,440449035,440449035,431640.0543
2023-01-11,SH600638,新黄浦,5.48,2624620,673396786,673396786,369021.438728
2023-01-11,SH600639,浦东金桥,10.97,4036938,850236703,1122412893,1231286.943621
2023-01-11,SZ000507,珠海港,5.76,16083661,902337753,919734895,529767.29952
2023-01-11,SH600641,先导基电,18.49,16279013,930629920,930629920,1720734.72208
2023-01-11,SH600640,国脉文化,9.65,3664197,795695940,795695940,767846.5821
2023-01-11,SH600642,申能股份,5.35,8238551,4864938286,4909428286,2626544.13301
2023-01-11,SH600644,乐山电力,7.75,9368993,538400659,538400659,417260.510725
2023-01-11,SH600643,爱建集团,5.55,3562830,1619103390,1621922452,900166.96086
2023-01-11,SZ000023,*ST深天,10.86,2910699,138752021,138756240,150689.27664
2023-01-11,SH600647,退市同达,13.16,1509500,139143550,139143550,183112.9118
2023-01-11,SH600648,外高桥,11.8,1529252,934791624,1135349124,1339711.96632
2023-01-11,SH600645,中源协和,17.3,2320902,467770165,467948890,809551.5797
2023-01-11,SZ000509,华塑控股,3.7,6658487,1073109808,1073128052,397057.37924
2023-01-11,SZ000510,新金路,6.22,10181692,568475282,609182254,378911.361988
2023-01-11,SH600649,城投控股,3.83,10230489,2529575634,2529575634,968827.467822
2023-01-11,SH600657,信达地产,5.17,28710925,2851878595,2851878595,1474421.233615
2023-01-11,SH600658,电子城,5.27,5850586,1118585045,1118585045,589494.318715
2023-01-11,SZ000026,飞亚达,10.38,2100700,359463953,417627960,433497.82248
2023-01-11,SH600650,锦江在线,10.24,2528812,390560075,551610107,564848.749568
2023-01-11,SH600660,福耀玻璃,36.18,7030498,2002986332,2609743532,9442052.098776
2023-01-11,SH600662,外服控股,5.7,7086856,1053362191,2283296750,1301479.1475
2023-01-11,SH600661,昂立教育,11.67,33297520,286548830,286548830,334402.48461
2023-01-11,SZ000025,特  力Ａ,19.03,32620527,392778320,431058320,820303.98296
