lambda,TotalReturn,AnnualReturn,Sharpe,MDD,Turnover
0.3,0.4885387172427573,0.0782848398986482,0.29186084508794374,-0.3795754208700446,0.5469733385909599
0.4,0.48853871724232345,0.0782848398985887,0.2918608450877178,-0.3795754208700465,0.5469733385909339
0.5,0.48853871724261966,0.07828483989862933,0.291860845087866,-0.37957542087004026,0.5469733385909429
0.6,0.48873990091212005,0.07831245147506305,0.29198088666970734,-0.37957542086996665,0.5473337713260892
0.7,0.4889416580509247,0.07834013872051626,0.2920977840910358,-0.3795754208700629,0.5476951336486178
0.8,0.48894165805098844,0.07834013872052492,0.29209778409106046,-0.3795754208700559,0.5476951336486253
