state_name,days,share,average_duration,mean_active_return,median_active_return,active_volatility,sharpe,information_ratio,mean_factor_return,median_factor_return
Bull,506,0.4760112888052681,23.0,0.001447086446890961,0.0014595281616724002,0.17729919952240505,2.056781900870567,2.056781900870567,1.3489608946301963e-05,-1.2113774354180343e-05
Bear,557,0.5239887111947319,25.318181818181817,-0.0017156561687405745,-0.0013394561748262,0.17868425901981586,-2.4196051565721763,-2.4196051565721763,-0.0003695161328339347,-0.000320406785841
