gamma,kappa,window,state_number,Sharpe,Return,Volatility,Turnover,MDD,StateSwitch,AnnualReturn,AnnualVolatility,IR,AverageHoldingTime,BullDuration,BearDuration,StateSwitchTimes,anchor_date,train_start,train_end,validation_start,validation_end
1.0,3.2,3.49,2,1.1052580458738628,0.00574938752034293,0.005201850863521402,0.0024239842222940565,-0.0031564618093330443,8.0,0.00574938752034293,0.005201850863521402,0.06958995534828456,24.555555555555557,33.0,18.0,8.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
1.0,3.6,3.49,2,0.983633965491169,0.005274104845124583,0.00536185718484315,0.0024944052018083893,-0.0032598063551881884,8.0,0.005274104845124583,0.00536185718484315,0.06196981107898752,24.555555555555557,32.25,18.6,8.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
8.0,3.2,3.49,2,0.9115132923615018,0.004888889175355793,0.005363486431108328,0.0006449539966877588,-0.005018981199369499,2.0,0.004888889175355793,0.005363486431108328,0.05744952360686692,73.66666666666667,124.0,49.0,2.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
6.0,2.4,3.49,2,0.8674098232599451,0.003707318114749114,0.004274009834032173,0.0005398448410636052,-0.004102768958103242,2.0,0.003707318114749114,0.004274009834032173,0.05467566353213097,73.66666666666667,126.0,48.0,2.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
6.0,2.0,3.49,2,0.8670221139972345,0.0034779722953832692,0.004011399754671497,0.0005099271076320602,-0.003836475523716465,2.0,0.0034779722953832692,0.004011399754671497,0.05464922229601018,73.66666666666667,128.0,47.0,2.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
6.0,3.2,3.49,2,0.8532544314274537,0.004514407019560185,0.00529080993111023,0.0012026136496438315,-0.004158854340024831,4.0,0.004514407019560185,0.00529080993111023,0.053796137566622104,44.2,61.0,33.333333333333336,4.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
1.0,2.8,3.49,2,0.8227259674249541,0.0037365754617195712,0.0045417011370318845,0.001645126791636076,-0.0034808244938875355,6.0,0.0037365754617195712,0.0045417011370318845,0.05187370860792376,31.571428571428573,45.333333333333336,21.5,6.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
8.0,2.8,3.49,2,0.8130012037275403,0.0035625413767408354,0.0043819632251550075,0.0005522847489735764,-0.004419794916265207,2.0,0.0035625413767408354,0.0043819632251550075,0.05126163004732777,73.66666666666667,125.0,48.5,2.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
15.0,2.8,3.49,2,0.806466650545011,0.003786292462521379,0.004694915108966501,0.0005751032630614362,-0.004810957734181942,2.0,0.003786292462521379,0.004694915108966501,0.050854940637275386,73.66666666666667,92.0,65.0,2.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
10.0,3.2,3.49,2,0.7890753070200338,0.0032068061316503638,0.004064005175578186,0.0005221051838217841,-0.0039024540089185322,2.0,0.0032068061316503638,0.004064005175578186,0.04975585982151073,73.66666666666667,127.0,47.5,2.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
6.0,2.8,3.49,2,0.7463642633570423,0.0032730137175855933,0.004385276571072729,0.0010214532784809164,-0.004119528145124174,4.0,0.0032730137175855933,0.004385276571072729,0.047078180194771335,44.2,63.0,32.0,4.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
15.0,2.4,3.49,2,0.7437741149142789,0.003387119037498776,0.004553961975255278,0.000559698197261345,-0.004413199292139347,2.0,0.003387119037498776,0.004553961975255278,0.0469179409097062,73.66666666666667,94.0,64.0,2.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
4.0,2.4,3.49,2,0.7435568380628476,0.003179801879628963,0.0042764745300616774,0.0005398448410636052,-0.004311268332250928,2.0,0.003179801879628963,0.0042764745300616774,0.046900354798780276,73.66666666666667,126.0,48.0,2.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
8.0,2.0,3.49,2,0.7240380418237817,0.002892100842201595,0.003994404541115924,0.0005099271076320602,-0.0036235911857758207,2.0,0.002892100842201595,0.003994404541115924,0.04567035421448497,73.66666666666667,128.0,47.0,2.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
20.0,2.8,3.49,2,0.6844653145289418,0.0032081868164290928,0.004687143012698913,0.0005751032630614362,-0.004794983314222345,2.0,0.0032081868164290928,0.004687143012698913,0.043196145546293176,73.66666666666667,93.0,64.5,2.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
20.0,3.2,3.49,2,0.683080394834018,0.0032495932981826403,0.00475726330715766,0.000583069820562033,-0.00488853231913422,2.0,0.0032495932981826403,0.00475726330715766,0.043110367787558224,73.66666666666667,91.0,65.5,2.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
10.0,2.4,3.49,2,0.6544596411914902,0.002581797072698455,0.003944929389378557,0.0005100802594044998,-0.0037909400663191928,2.0,0.002581797072698455,0.003944929389378557,0.04129841714641992,73.66666666666667,127.0,47.5,2.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
8.0,3.6,3.49,2,0.6368917290759559,0.003405064562697957,0.005346378995434981,0.0012180160725838998,-0.0052142691788552575,4.0,0.003405064562697957,0.005346378995434981,0.04022092083353068,44.2,60.0,34.0,4.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
10.0,3.6,3.49,2,0.6026769287916266,0.0032230504288104367,0.005347890843063606,0.0012180160725838998,-0.005214269178854258,4.0,0.0032230504288104367,0.005347890843063606,0.0380727114695642,44.2,60.5,33.666666666666664,4.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
