lambda,TotalReturn,AnnualReturn,Sharpe,MDD,Turnover
0.3,0.6030287301385511,0.09353071078910657,0.33784540415161307,-0.38344025501333145,0.5587852517249736
0.4,0.6030287301381085,0.09353071078904929,0.33784540415139924,-0.38344025501328427,0.5587852517249733
0.5,0.6030287301384627,0.09353071078909503,0.33784540415156356,-0.3834402550132411,0.5587852517249583
0.6,0.6032453877217441,0.09355871276554795,0.3379651374636877,-0.3834402550133297,0.5591456844601254
0.7,0.6034626628838744,0.0935867914811006,0.338081423504497,-0.3834402550133329,0.5595070467826216
0.8,0.6034626628838535,0.09358679148109794,0.3380814235044828,-0.3834402550133108,0.5595070467826202
