trade_date,strategy_return,lambda,nav,benchmark_return,benchmark_nav
2020-07-01,-0.00688589808050033,0.7,0.9931141019194997,0.020099999999999996,1.0201
2020-07-02,0.0012381266726950724,0.7,0.9943437029781158,0.0207,1.04121607
2020-07-03,-0.005285426679917826,0.7,0.989088172241387,0.019299999999999998,1.061311540151
2020-07-06,0.014386440417607282,0.7,1.0033176302990978,0.0567,1.1214879044775616
2020-07-07,-0.0030599066471567182,0.7,1.000247572012936,0.006,1.128216831904427
2020-07-08,0.00018491652181018559,0.7,1.0004325343149016,0.016200000000000003,1.1464939445812787
2020-07-09,0.02267283710510304,0.7,1.023115178200069,0.013999999999999999,1.1625448598054167
2020-07-10,0.0018482967180912802,0.7,1.0250061986261654,-0.0181,1.1415027978429386
2020-07-13,0.006196828603291182,0.7,1.0313579863563627,0.021,1.1654743565976402
2020-07-14,-0.005811913729383722,0.7,1.0253638227155486,-0.0095,1.1544023502099627
2020-07-15,-0.01319700702525306,0.7,1.0118320891437311,-0.0129,1.1395105598922541
2020-07-16,-0.029687179917066486,0.7,0.9817936478674599,-0.0481,1.0847001019614366
2020-07-17,-0.01323809538291254,0.7,0.9687965699106529,0.0063,1.0915337126037936
2020-07-20,0.0104401816820745,0.7,0.9789109821134907,0.0298,1.1240614172393868
2020-07-21,0.0025852688216150277,0.7,0.9814417301546853,0.0023,1.1266467584990374
2020-07-22,-0.0017940570785597298,0.7,0.9796809676715074,0.005,1.1322799922915325
2020-07-23,0.0012403124848245906,0.7,0.9808960782068553,-0.0004,1.131827080294616
2020-07-24,-0.015960910953172203,0.7,0.9652400832482798,-0.043899999999999995,1.0821398714696824
2020-07-27,-0.00013752550391976648,0.7,0.9651073381194275,0.0051,1.0876587848141779
2020-07-28,0.006981421930884357,0.7,0.971845159655432,0.0088,1.0972301821205426
2020-07-29,0.005685155590822388,0.7,0.9773702505982607,0.0242,1.1237831525278597
2020-07-30,-0.001325645367515338,0.7,0.9760746042532078,-0.0049,1.118276615080473
2020-07-31,5.8374785518511274e-05,0.7,0.9761315823988811,0.0084,1.127670138647149
2020-10-09,0.02109001501445973,0.7,0.9967182121277618,0.0204,1.150674609475551
2020-10-12,0.0105223774668457,0.7,1.0072060573838497,0.030299999999999997,1.18554005014266
2020-10-13,0.007158776118558086,0.7,1.0144164200539163,0.0033,1.189452332308131
2020-10-14,-0.006176583749105458,0.7,1.0081507920789856,-0.0066,1.1816019469148973
2020-10-15,-0.0044750354960229055,0.7,1.0036392814990887,-0.0017000000000000001,1.1795932236051418
2020-10-16,0.009579317740844973,0.7,1.0132534610737618,-0.0015,1.1778238337697342
2020-10-19,-0.0020830139839526085,0.7,1.0111428399450568,-0.0076,1.168872372633084
2020-10-20,0.008655986499758406,0.7,1.0198952787169486,0.008,1.1782233516141487
2020-10-21,-0.012548089146849795,0.7,1.0070975418391572,-0.0001,1.1781055292789873
2020-10-22,-0.006592813969825917,0.7,1.0004579350963427,-0.0031,1.1744534021382225
2020-10-23,-0.007731598873520373,0.7,0.9927227956523473,-0.0125,1.1597727346114948
2020-10-26,0.004601463248356197,0.7,0.997290773112347,-0.0058,1.153046052750748
2020-10-27,-0.0031831551498117117,0.7,0.9941162418520547,0.0017000000000000001,1.1550062310404243
2020-10-28,-0.0006156163020305527,0.7,0.9935042476874573,0.008100000000000001,1.1643617815118517
2020-10-29,-0.008773417141109685,0.7,0.9847878204910309,0.0075,1.1730944948731905
2020-10-30,-0.015178768122281472,0.7,0.9698399545141505,-0.0163,1.1539730546067575
2020-11-02,0.021427594108543113,0.7,0.9906212914097277,0.0054,1.160204509101634
2020-11-03,0.00023010917871357783,0.7,0.9908492424615102,0.012,1.1741269632108535
2020-11-04,-0.023448940724397183,0.7,0.9676148773082164,0.0076,1.183050328131256
2020-11-05,0.054666657187738776,0.7,1.0205111480957805,0.0148,1.2005594729875986
2020-11-06,-0.037027513035210013,0.7,0.9827241582570868,0.0001,1.2006795289348973
2020-11-09,0.02525175308406924,0.7,1.0075396660511446,0.0196,1.2242128477020213
2020-11-10,-0.015647991555395313,0.7,0.9917736938650505,-0.0055000000000000005,1.2174796770396603
2020-11-11,-0.020261671605417808,0.7,0.9716787009730647,-0.009899999999999999,1.2054266282369677
2020-11-12,-0.028947130105203667,0.7,0.9435513911955421,0.0007000000000000001,1.2062704268767335
2020-11-13,0.0046880186085891395,0.7,0.947974777675627,-0.0105,1.1936045873945278
2020-11-16,0.02510982727782851,0.7,0.9717782606067998,0.0097,1.2051825518922548
2020-11-17,-0.003091227820762321,0.7,0.9687742726120001,-0.0019,1.2028927050436595
2020-11-18,0.014733315046226103,0.7,0.9830475291790712,-0.0006,1.2021709694206333
2020-11-19,-0.0011352428880548882,0.7,0.9819315314629508,0.0074,1.211067034594346
2020-11-20,-0.006386459854009541,0.7,0.9756604651578765,0.0031,1.2148213424015886
2020-11-23,0.006464178053624314,0.7,0.9819673081245389,0.0125,1.2300066091816084
2020-11-24,-0.013314463706593282,0.7,0.9688929400394536,-0.0060999999999999995,1.2225035688656005
2020-11-25,0.003934637014257447,0.7,0.9727051820641855,-0.0128,1.2068555231841207
2020-11-26,-0.004140990003919431,0.7,0.9686772196284972,0.0018,1.2090278631258522
2020-11-27,-0.020061842101694483,0.7,0.9492437702008019,0.0124,1.2240198086286127
2020-11-30,0.004514581903245274,0.7,0.9535292089475187,-0.0040999999999999995,1.2190013274132354
2020-12-01,0.008709720973819168,0.7,0.9618341822978381,0.0215,1.2452098559526201
2020-12-02,-0.0019828704282424114,0.7,0.959926989740887,0.0,1.2452098559526201
