trade_date,momentum,size,liquidity,value
2020-06-29,,0.018518125302672616,-0.1435826168665507,0.12876496449081365
2020-06-30,,-0.0014726978616409984,-0.13706773732185887,0.13263947131139764
2020-07-01,,0.031375318782380195,-0.12891312747322112,0.12194947614496424
2020-07-02,,0.05779967718480485,-0.07670817215597407,0.047555861213293305
2020-07-03,,0.075883085419481,-0.01641311790990628,-0.00898350663046468
2020-07-06,,0.12303392295549329,-0.04518734169538572,-0.0514709217364779
2020-07-07,,0.15379289959965084,-0.09701624278580988,-0.008850667140733844
2020-07-08,,0.1688456494212044,-0.13352865641518583,-0.009227718754937324
2020-07-09,,0.17966355622665678,-0.2078950386255499,0.035829468752567095
2020-07-10,,0.20660141548288483,-0.2510026478462514,0.1268957125293478
2020-07-13,,0.19387417741840296,-0.3192326807604166,0.14367067547890908
2020-07-14,,0.18920314591532325,-0.3194149314700564,0.17665131313787832
2020-07-15,,0.22143909584305566,-0.25510160790210246,0.2047887772373148
2020-07-16,,0.16693896800279467,-0.17168891715395487,0.10147000604469578
2020-07-17,,0.1360063533907668,-0.12415323224224609,0.12226292946714354
2020-07-20,,0.1395459142073741,-0.11812717565554809,0.03666180210494918
2020-07-21,,0.16254724037920978,-0.18445536448182087,0.12638172867496697
2020-07-22,,0.21642147822822058,-0.20312101582351108,0.1700074870186373
2020-07-23,,0.22241437334089267,-0.19651030683842827,0.17098102083767158
2020-07-24,,0.14284102884961544,-0.07324355102285757,0.05691106892807607
2020-07-27,,0.18802553446873102,-0.05013035535895704,0.03665753832262693
2020-07-28,,0.1758672028046354,-0.13173318850327279,0.10377171681719986
2020-07-29,,0.25102026496469687,-0.17041026301766665,0.1260879192746089
2020-07-30,,0.18781438469460668,-0.15240328869775419,0.07596613541652057
2020-07-31,,0.194116250339927,-0.17969911873176164,0.1016758698967572
2020-08-03,,0.19946661895839568,-0.2162354992151066,0.10710625370951926
2020-08-04,,0.23026744958775247,-0.16054602539245816,0.06972788437038673
2020-08-05,,0.21279933242692275,-0.2213592720759483,0.1353401757522486
2020-08-06,,0.26918361817629655,-0.2007789361181257,0.13020795969844273
2020-08-07,,0.31249813304592294,-0.18187627060386333,0.16421640910678104
2020-08-10,,0.32523744277067673,-0.17637023951307101,0.17552970349542996
2020-08-11,,0.36119318965999936,-0.21553130224007572,0.25977753739169135
2020-08-12,,0.2226561924761063,-0.29074930781918473,0.21057085948284074
2020-08-13,,0.20565181568684796,-0.2537863390021123,0.1535396920063161
2020-08-14,,0.25049740607464654,-0.1990205169261662,0.1476469589129985
2020-08-17,,0.24493433590438896,-0.22523975930734944,0.12219664142767882
2020-08-18,,0.23031617721115347,-0.2655461197683438,0.16997499460537713
2020-08-19,,0.21537879027937082,-0.17891257372752997,0.10141024460740324
2020-08-20,,0.16748104090160462,-0.16859540591916256,0.11020405631123063
2020-08-21,,0.17192310574403172,-0.15298768110518993,0.12787364572250146
2020-08-24,,0.17074062717576513,-0.16532919744248986,0.14934431787334154
2020-08-25,,0.14263294743686572,-0.12434580716034487,0.13043986600112797
2020-08-26,,0.10266936802625584,-0.07937375118652332,0.0888084932269968
2020-08-27,,0.04623095365367829,-0.1372527551028908,0.11922680679258371
2020-08-28,,0.06022899942605527,-0.18084601921424123,0.169392439889395
2020-08-31,,0.04072555027495747,-0.15936703572696964,0.14441393267148495
2020-09-01,,0.025255251682750196,-0.18539536780168978,0.12457084779360647
2020-09-02,,-0.019779162876426004,-0.14738719072927556,0.11259319633654179
2020-09-03,,-0.029147483868022996,-0.02321417218612107,0.061044812555780016
2020-09-04,,-0.10971997383008664,-0.02119499563240177,0.018459436135895707
2020-09-07,,-0.18078977058585777,-0.03342536150418084,-0.03215060589198332
2020-09-08,,-0.20643053224436478,-0.06499824086986072,-0.07142389928877052
2020-09-09,,-0.1900658968853575,0.045484173159482014,-0.16410001426900603
2020-09-10,,-0.013298539941603706,0.21734393361536636,-0.17372327915686422
2020-09-11,,-0.010390775001152479,0.2117439902535374,-0.16150073652340277
2020-09-14,,-0.06632147999323645,0.05564833023321938,-0.07899200632742323
2020-09-15,,-0.006031881358371793,0.07490119296204865,-0.04423239620798158
2020-09-16,,0.03304346084818234,0.05449430939851057,-0.02628601338829701
2020-09-17,,0.0493195178649094,0.062308530045492125,-0.029933868596942973
2020-09-18,,0.06517827430424633,0.08733788896474458,-0.07616847293801803
2020-09-21,,0.045769379520492474,0.07496417569587023,-0.08268734625951081
2020-09-22,,0.04037438641457227,0.0688437894236449,-0.06883480835430238
2020-09-23,,0.004520663727376479,-0.05646254324069499,-0.01473774651937632
2020-09-24,,0.024696227267921488,0.010015962986075912,-0.01627776974448332
2020-09-25,,0.03192928798978686,0.07284119811814914,-0.03737850205995065
2020-09-28,,0.0584097825592004,0.12232628271423547,-0.0719232429492285
2020-09-29,,0.07190290513085998,0.11033535112833216,-0.040184549210998684
2020-09-30,,0.06188601611130631,0.07324991080639846,0.015612862488850115
2020-10-09,,0.029315120581496393,0.05105207832301931,0.010721905301440605
2020-10-12,,0.04990408792474619,-0.04005104697876632,0.062395578391687245
2020-10-13,,0.07495336461767291,-0.15287772784596612,0.18111520266458667
2020-10-14,,0.08133635962544887,-0.17931919057184834,0.1827790957580491
2020-10-15,,0.07888245222071948,-0.1349887018916591,0.13196028721324027
2020-10-16,,0.04473478420997359,-0.18576581617431664,0.18072793321597497
2020-10-19,,0.02398549671422499,-0.223453706998923,0.20932090132065725
2020-10-20,,0.037206839587315736,-0.25735058973248687,0.26168282269730014
2020-10-21,,0.029337998692731317,-0.21557978444956907,0.20415826748674257
2020-10-22,,0.003320673336218949,-0.2372186064714171,0.19984184768788488
2020-10-23,,-0.043810589000066666,-0.21426150995163937,0.1907997107505353
2020-10-26,,-0.048158283033472034,-0.25563546890407257,0.22745126132334384
2020-10-27,,-0.0038006508287861712,-0.2727281617491779,0.2802478446213276
2020-10-28,,-0.006667688816269845,-0.2973091588727776,0.29819935382996826
2020-10-29,,-0.026687365294420933,-0.3125690554379505,0.31251681758398825
2020-10-30,,-0.0009606160807304947,-0.2661871912845031,0.3195838851155949
2020-11-02,,-0.0051200563695777,-0.2925096932252086,0.3314091298120078
2020-11-03,,-0.020499536403758702,-0.32650325897019544,0.3348045667832198
2020-11-04,,-0.016045577401590735,-0.3359597669496409,0.333890385455265
2020-11-05,,-0.0043409015612208765,-0.3575871651865628,0.3019508794453111
2020-11-06,,-0.00039737525487434103,-0.3051369066053004,0.23376815095579656
2020-11-09,,0.017553720099411554,-0.35262068525768375,0.23721510773491603
2020-11-10,,-0.0002868049201429673,-0.34460311550769307,0.22456515361618942
2020-11-11,,-0.03989963308508778,-0.2786292726414803,0.1389424637962187
2020-11-12,,-0.0771505657552465,-0.27752328119529496,0.13080522789295496
2020-11-13,,-0.10783429197389813,-0.2589019209484294,0.12363674741079476
2020-11-16,,-0.14643510282018227,-0.22014462523469888,0.04575794636161588
2020-11-17,,-0.1921138804104864,-0.22369058869572833,0.014073826646569702
2020-11-18,,-0.2422091036731536,-0.22457864107078593,0.006974232514651387
2020-11-19,,-0.23161690180666425,-0.24882977689516003,0.07485481280717074
2020-11-20,,-0.2515008007480682,-0.22247774725567485,0.04151550914275142
2020-11-23,,-0.20489189011773687,-0.22822496684826357,-0.006980152409976681
2020-11-24,,-0.2253788449817718,-0.21375720564782402,0.00044569844060909263
2020-11-25,,-0.26683023388210925,-0.20412641878707188,-0.007997733351956833
2020-11-26,,-0.25256973250771725,-0.18425836232445597,0.00215141177868212
2020-11-27,,-0.24394914241685425,-0.169533881056603,0.003816617852020766
2020-11-30,,-0.2572100117158124,-0.19484495137204477,-0.0050868678325959185
2020-12-01,,-0.24824356352503327,-0.19667420876412878,0.009638308976060292
2020-12-02,,-0.26597910281910164,-0.17586691108654956,-0.015976246746759105
2020-12-03,,-0.2677333759242378,-0.09915153439708176,-0.039909308983699224
2020-12-04,,-0.32227350849589276,-0.09451885388641232,-0.052961686854096426
2020-12-07,,-0.36341387384073165,-0.127445292165202,-0.015145248530466204
2020-12-08,,-0.40354082678802833,-0.15173765529884062,0.0035295864947292137
2020-12-09,,-0.4401627026990105,-0.16248042603348628,0.0021043057909298428
2020-12-10,,-0.4695854671379857,-0.1715145024318542,-0.024297408076726562
2020-12-11,,-0.47362879948208303,-0.15521406163866247,-0.028468682969703476
2020-12-14,,-0.49754114558981294,-0.18788575260273344,-0.004677817553389354
2020-12-15,,-0.48703209190437013,-0.2168388270843201,-0.0015070810192376936
2020-12-16,,-0.43187455689345566,-0.17910508085184731,-0.005256861417966688
2020-12-17,,-0.4037176791450857,-0.1745599043818803,-0.04187861206352442
2020-12-18,,-0.3784306872672567,-0.18845043369442124,-0.044679706480575294
2020-12-21,,-0.36395959957082374,-0.18917712594945482,-0.05777350138311619
2020-12-22,,-0.3850749744508161,-0.13255592018715318,-0.0721267538158514
2020-12-23,,-0.37136843199826014,-0.16288648371990996,-0.1046964564306633
2020-12-24,,-0.38064884934286075,-0.132776314435786,-0.12810603934005968
2020-12-25,,-0.35569636175617236,-0.14356697623679923,-0.1277296777828308
2020-12-28,,-0.3091388037793577,-0.13132493939917753,-0.12870676583175317
2020-12-29,,-0.2862288893225295,-0.13142716951662567,-0.08832105944611375
2020-12-30,,-0.26975086531772663,-0.17559680068918343,-0.07442701378905678
2020-12-31,,-0.26925528507937246,-0.164118948021837,-0.07289157896466848
2021-01-04,,-0.2713450001108212,-0.22591874674960272,-0.04828802153740743
2021-01-05,,-0.2245784272958783,-0.2586186404641705,0.005873277763053611
2021-01-06,,-0.1831586287399293,-0.23232883345537977,-0.012445192386935098
2021-01-07,,-0.07492652964126792,-0.25568379297717037,0.02846183553477876
2021-01-08,,-0.1105955706064478,-0.2556307357631988,0.010761908601675585
2021-01-11,,-0.09251987123298884,-0.2026509065486307,0.009852249606121228
2021-01-12,,-0.06685333402951238,-0.21958631436556716,0.003924375682649959
2021-01-13,,0.06474656015465587,-0.1576326190304536,0.033632246101034415
2021-01-14,,0.08714809852710359,-0.11352185846312353,0.06626710990472805
2021-01-15,,0.06945820123157143,-0.1784109956721361,0.12452161034002297
2021-01-18,,0.05081560393288266,-0.22365874502608693,0.1569176686547566
2021-01-19,,0.0539163340550217,-0.2072436333968002,0.14301229596411935
2021-01-20,,0.04123833687066944,-0.28231087851553727,0.22175437772458217
2021-01-21,,0.15981607711921278,-0.28404560562185094,0.2522460995162592
2021-01-22,,0.19784339120815078,-0.2228002584543243,0.26022130610076427
2021-01-25,,0.26151580968725047,-0.2331900023439304,0.2835043521596592
2021-01-26,,0.21390019212910794,-0.21023341032633777,0.284026569218705
2021-01-27,,0.26478418621845223,-0.22857055179636598,0.3205455303499164
2021-01-28,,0.26855180299707665,-0.18258162712715129,0.27489845010266256
2021-01-29,,0.3152954175798894,-0.19364484689887304,0.3222234375988178
2021-02-01,,0.35581699452901877,-0.314567556123828,0.4288480104555133
2021-02-02,,0.3565879019252958,-0.31908444349590687,0.4416492693796078
2021-02-03,,0.37541916139648035,-0.245867188019011,0.43447075819086334
2021-02-04,,0.3784053664453087,-0.2749808608617786,0.4641335967553096
2021-02-05,,0.3774675243755803,-0.23574943248695623,0.45248967736467766
2021-02-08,,0.4532283560454548,-0.19911594081215225,0.44197986084166574
2021-02-09,,0.48725866631923004,-0.1891186535443579,0.4106646152073216
2021-02-10,,0.473477619972023,-0.16523861214470775,0.4120432038745872
2021-02-18,,0.4876930274521845,-0.20156845531817721,0.38366644698757335
2021-02-19,,0.44609019066736455,-0.2152457849403934,0.3583029593209485
2021-02-22,-0.29445602610020394,0.3974200918504702,-0.2455702184688498,0.3095385830166605
2021-02-23,-0.3366756801647016,0.42108558068407304,-0.2501642127681947,0.325742851984403
2021-02-24,-0.28090445638032313,0.3515937887899523,-0.2751266044201596,0.2956177551184066
2021-02-25,-0.24925107778962016,0.3653656380341379,-0.19940972934813517,0.25351661971168765
2021-02-26,-0.17761953616834006,0.25319328547529796,-0.2130377680609487,0.26522154112268925
2021-03-01,-0.1269215771648505,0.18264001444513578,-0.28207018650730675,0.2595466312918882
2021-03-02,-0.17592149926170064,0.2217916266249276,-0.28615219144589227,0.3026919801698089
2021-03-03,-0.1625050712374107,0.20339567096398725,-0.3121954469455632,0.2665637228008895
2021-03-04,-0.07346036638912001,0.1272763792174769,-0.2267864594179659,0.13315773400162056
2021-03-05,-0.05184489635217528,0.11686671330147885,-0.18614847738943313,0.14414709944542006
2021-03-08,0.017746508326943123,0.07159913496232584,-0.12187730524935882,0.09296574837264067
2021-03-09,0.10434211329072261,0.014422514251106518,-0.010175654033366456,-0.03776316241311867
2021-03-10,-0.009023351120452557,0.12026765553933255,-0.02184366973910966,0.039565328474817814
2021-03-11,-0.08539996599710144,0.1658181335869986,-0.1443064860811369,0.10639966235264539
2021-03-12,-0.08862389418843111,0.1672885393891596,-0.09984075342199075,0.026022373327531503
2021-03-15,-0.04387821490433302,0.12836407231740996,-0.04815374180429406,-0.07619266555515454
2021-03-16,0.00128024479615102,0.06880039893379312,-0.0800589483833472,-0.08274411116477134
2021-03-17,-0.07415278916798337,0.11250682781521283,-0.12417218731424537,0.02061135159931438
2021-03-18,-0.08600099058670009,0.11187568395272253,-0.07966447955463477,-0.0123597955168158
2021-03-19,-0.0223264217558807,0.035962867238478316,-0.09865914964114797,-0.02822643649992038
2021-03-22,-0.01857960107976751,0.025424507791105843,-0.14343839773019681,-0.0680591202816934
2021-03-23,0.03649125687044421,0.023461113817153375,-0.0709271227506129,-0.06871452665354706
2021-03-24,0.13635665628355084,-0.07865739985703932,-0.056756072018428486,-0.12194328466410159
2021-03-25,0.1384257174086537,-0.06645204907734736,-0.051499573102654767,-0.09028438569226449
2021-03-26,0.11660867620180748,-0.06896107443806343,-0.12464641981119808,-0.07483759161820887
2021-03-29,0.10369552451633242,-0.07346419355545718,-0.14055586925747385,-0.07449434268684008
2021-03-30,0.047392151791463846,-0.02017752289935015,-0.15204936297120583,-0.018661796098445163
2021-03-31,0.09690379713094974,-0.07112959723670895,-0.1541066801149977,-0.06111556050869632
2021-04-01,0.08811442394789457,-0.016076571306568723,-0.14029192691524042,0.00026311620605634753
2021-04-02,0.08417770389434381,0.016452502956199773,-0.17292865445476835,0.10291994170825297
2021-04-06,0.06871185894655413,0.012468384066777524,-0.18541079498000834,0.128960894066067
2021-04-07,0.06393142431553059,0.004513564930427741,-0.23086357285571263,0.11348678675380608
2021-04-08,0.036320522501406716,0.052278082489745796,-0.1969399124283271,0.12832127559966583
2021-04-09,0.010163033440762505,0.04780734151902483,-0.2250012284563974,0.10607091885238944
2021-04-12,0.04035360462458692,0.0025949759871862913,-0.19242623099750134,0.03853614921935664
2021-04-13,0.08887061035615293,-0.08632675211103305,-0.18186251358954375,0.018075035840224317
2021-04-14,0.08545342500088295,-0.08343129840774527,-0.18129438517058108,0.03603821993020857
2021-04-15,0.08850916497153716,-0.08679377851054627,-0.12695698292226143,0.017748806996766456
2021-04-16,0.1220051965639279,-0.13830928033837125,-0.1467920371892699,-0.02619473676052334
2021-04-19,0.10248815957514969,-0.07707151383111956,-0.1460428975198328,0.04781581060525368
2021-04-20,0.04710574432259809,-0.05449905182475641,-0.13394884276152716,0.05105069575689647
2021-04-21,0.05295380645485613,-0.09083444498478835,-0.11529836753202859,0.04149959338831739
2021-04-22,0.053887584675365405,-0.0750292857953034,-0.096070585828778,0.05603407145142992
2021-04-23,0.000765372460448208,-0.030702393339704787,-0.055996554012130724,0.0473373080297791
2021-04-26,0.0025979587035978684,-0.03338234968951371,-0.0485884364696209,0.052756955299202664
2021-04-27,-0.01821286170588746,0.0010960867521665535,0.03733354914164301,-0.002554366619442517
2021-04-28,-0.05670525206247201,0.05202950415211728,0.06704988848253851,-0.029669237646739663
2021-04-29,-0.05782550418060682,0.10692510482126001,0.10979576256528689,-0.031592233685278664
2021-04-30,-0.10192744713721849,0.14744395622814616,0.10849876836680956,0.01523035026438245
2021-05-06,-0.1175376793782622,0.10438568582498621,0.0777986633127339,-0.0550093434052496
2021-05-07,-0.09726228276213073,0.0765162754799382,0.09932419811710776,-0.1499351196533212
2021-05-10,-0.11102497972260826,0.09102234426639327,0.03976791077311488,-0.13904912272932837
2021-05-11,-0.08217488949766878,0.09401709341789596,0.057051332630814675,-0.1553908133307974
2021-05-12,-0.09684249957686136,0.07356281399668091,0.043827809095052954,-0.1661817787756927
2021-05-13,-0.048516028522651654,0.06074968002760941,0.04986973892859224,-0.1348201999054216
2021-05-14,-0.05278803206267408,0.07967630572135156,0.03539402846851745,-0.1285620170874538
2021-05-17,-0.15545715010278238,0.21291618477321586,0.012556626271053523,-0.05083796663354589
2021-05-18,-0.12507447710149439,0.178989293493171,0.02084250327473058,-0.0909426163402897
2021-05-19,-0.13183685893466981,0.19005483274992563,0.04110646503591356,-0.10116957419386309
2021-05-20,-0.11429055976843212,0.19847774484116817,0.0829187962195413,-0.11400701378195999
2021-05-21,-0.08711549932376275,0.1745710209078245,0.07046015545180528,-0.1330375588812614
2021-05-24,-0.07419741442797101,0.15183422436277794,0.08747822682459372,-0.1474311204251286
2021-05-25,-0.10349206049302395,0.2052841077242422,0.04246844828889596,-0.07857915594724853
2021-05-26,-0.05800956110332933,0.1484894677451163,0.030455512411276246,-0.08689489144122704
2021-05-27,-0.04537874693649743,0.15019630099353315,0.05027572877372524,-0.10877726102267997
2021-05-28,-0.04063423108482227,0.15374993006220422,0.03998881758072023,-0.11451086089485388
2021-05-31,-0.07261863452321722,0.15271435181227885,-0.006559434634849139,-0.07667093969895424
2021-06-01,-0.063582068791152,0.11331689213501732,-0.06145495054032976,-0.05373490245742305
2021-06-02,-0.0826107879953163,0.12530809736204584,-0.03733677331652984,-0.0544750476798638
2021-06-03,-0.07800989796656084,0.1553934427645121,0.032449438248078534,-0.09350024180255083
2021-06-04,-0.0792740265491083,0.18540741433978616,0.03491594020429263,-0.04620653678799095
2021-06-07,-0.021550647998581134,0.16064857060874774,0.054904419124931644,-0.06224988336580182
2021-06-08,0.0066850333946206816,0.11964212331990799,0.0885867079127414,-0.09866370261558886
2021-06-09,0.02658906761306235,0.115375980336287,0.10589915559712597,-0.08578796450715266
2021-06-10,0.0402657355859834,0.11560063016641628,0.11218400195072567,-0.10471371284859374
2021-06-11,0.061538933236081596,0.09737688370961102,0.13460262938515594,-0.11635059182454596
2021-06-15,0.08388521241876161,0.09206642314740483,0.13028201250134905,-0.08478928109402648
2021-06-16,0.16495610115014558,0.015176085708968624,0.12078822782479465,-0.0885396753717325
2021-06-17,0.15704918508357732,0.04695833823124661,0.06284707445846162,-0.016343954852653594
2021-06-18,0.13986541854934412,0.039737383226528776,0.02244924178976101,-0.0036119793385603095
2021-06-21,0.12969446412789423,0.035778251390761615,-0.0010234808110153885,0.028337083228018225
2021-06-22,0.1108999812100285,0.03835136616725322,0.03905536077748192,-0.019201229640714412
2021-06-23,0.11694281030067306,0.046034155904633535,0.04548930202896847,0.0013133874370352093
2021-06-24,0.1289110801954827,0.018556781260725425,0.0706877065976264,-0.01401645588988414
2021-06-25,0.0982302206141819,0.06554954348829653,0.07402255451123295,-0.008770454157369502
2021-06-28,0.05967595346508394,0.07571571462171908,0.0432556396204658,0.021322928359190647
2021-06-29,0.0600948277545073,0.03237076321410042,-0.00404831912266074,0.03953715662054011
2021-06-30,0.08977026514097564,0.043074811243860964,0.044192099659268395,0.001250979857803074
2021-07-01,0.06858006379181526,0.09008019504653315,0.12514547399922896,-0.01053508367436422
2021-07-02,0.08533210430771007,0.042889954856827436,0.13004555806830434,-0.04476340547698493
2021-07-05,0.0896953459343244,0.013005647086194155,0.04994164479814632,-0.03659189957709889
2021-07-06,0.1282511012109945,-0.013483454626233272,0.10571359375366124,-0.09334678312721865
2021-07-07,0.11784742771835703,-0.009671248973677292,0.07071994433205937,-0.053676485708955064
2021-07-08,0.13703127759623823,-0.00828134282797666,0.0625497120799914,-0.02222145497241414
2021-07-09,0.11448338320580792,-0.025921283820689905,0.04727100679607684,-0.041703387763597215
2021-07-12,0.11349225376522863,0.00257311462238105,0.041373853111651974,-0.013944676155134839
2021-07-13,0.12213378829386834,0.013468844839975288,0.07309951138568262,-0.004512479149503646
2021-07-14,0.12606140702618127,0.025919279471791453,0.11477475755082023,-0.0025775731578808895
2021-07-15,0.0927698147719623,0.0875856365958321,0.12356577462210895,0.008258498168348628
2021-07-16,0.06258539736722939,0.10253469312825862,0.11282894422173415,0.004381941731196078
2021-07-19,0.06825055417290546,0.08680273114563197,0.06595145138461123,0.05273672121360808
2021-07-20,0.05967733921247223,0.08621349321303874,0.029496782888196633,0.09366518572159042
2021-07-21,0.041237950866335,0.07406210932829005,-0.018274296101984694,0.10067363580155973
2021-07-22,0.0355501083244403,0.08230003649007304,-0.04901296803859673,0.11687129239066578
2021-07-23,0.053947894884152435,0.14278407850351957,0.04288983960757039,0.041511429718825654
2021-07-26,0.06462283448650585,0.12047407243058199,0.03821176689640579,0.039148365128047875
2021-07-27,0.1493339960522425,0.10043142950927467,0.07598627648353655,0.045409678450138914
2021-07-28,0.13922489770026453,0.17732067242698563,0.09423489176094042,0.09812029029726138
2021-07-29,0.11245769393692431,0.15446780116374653,-0.019219629250664075,0.17441746489948648
2021-07-30,0.12633520915750518,0.10359574889554064,-0.052248386956697555,0.17376001692419296
2021-08-02,0.11764111242416965,0.10135435139299319,-0.11334572403536058,0.240241405985535
