trade_date,momentum_return,market_return,market_volatility_21,market_momentum_21,market_volatility_63,market_momentum_63,volatility_ratio_21_63,market_breadth,market_breadth_ma_21,market_breadth_ma_63,active_return,active_nav,ewma_active_return_8,ewma_active_return_21,ewma_active_return_63,rsi_8,rsi_21,rsi_63,macd_8_21,macd_21_63,stoch_k_8,stoch_k_21,stoch_k_63,downside_deviation,active_beta,z_ewma_active_return_8,z_ewma_active_return_21,z_ewma_active_return_63,z_rsi_8,z_rsi_21,z_rsi_63,z_macd_8_21,z_macd_21_63,z_stoch_k_8,z_stoch_k_21,z_stoch_k_63,z_downside_deviation,z_active_beta,z_market_return,z_market_volatility_21,z_market_momentum_21,z_market_volatility_63,z_market_momentum_63,z_volatility_ratio_21_63,z_market_breadth,z_market_breadth_ma_21,z_market_breadth_ma_63
2020-04-29,-0.0113262886830768,0.0046,0.009088449223990429,0.052402482693457486,0.018969827390410546,-0.06439799053387374,0.47910025942485585,0.45064152919612466,0.4638632450526593,0.48222527096782286,-0.0159262886830768,0.9465998073551771,-0.011104923698560533,-0.006437587782482985,-0.001675551423665505,26.042139465498565,25.670669662763927,46.05027681812652,-0.007536507695494816,-0.027651857023983508,0.0,0.0,0.0,0.010331320250492645,0.700552293050725,-1.6144849136874637,-1.5890996409200335,-1.7484358891743996,-0.8597873581573363,-1.5397674393875915,-1.6866761229318992,-0.5491158810897154,-1.691749836297283,-1.1202154405207312,-1.0612571911069275,-0.9147990919676989,-0.8248888376960877,2.1589622533454045,0.3002688776580895,-2.0506122031821037,1.2698302553509697,-0.4992733876292489,0.2426862264656496,-2.1886095964001715,-0.09215230971747189,-0.514616141975754,-0.9356970590258267
2020-04-30,0.01040160769829,0.0118,0.009302873035359465,0.0613184810019336,0.018642295936467074,-0.02307315461524606,0.49901970589157296,0.8241758241758241,0.48434537639103104,0.49405040890814245,-0.001398392301709999,0.9452760894717714,-0.008947916721482636,-0.005979479102412714,-0.0016668902011043956,18.562936973642266,27.356515135790076,44.972719847454,-0.008952028622187809,-0.02931854873463417,0.0,0.0,0.0,0.009937404684427806,0.7348778796519269,-1.2872097738078763,-1.4656423723456153,-1.6962682071884307,-1.1413851291049744,-1.3814893954061076,-1.845584677507267,-0.677841007237422,-1.7403153696944282,-1.1009880291328562,-1.0416658919587154,-0.8888444774853588,-0.9665837879390137,2.270159082459009,0.6839682316514137,-1.9291354897853301,1.384811516954516,-1.4029259200111444,1.2869230307596722,-1.9573749951561643,1.2747322095401417,-0.04314271772472445,0.006294039566713629
2020-05-06,0.0236176553945726,0.0060999999999999995,0.009230502525363848,0.07100554035711659,0.015756558980933213,0.06696276502562037,0.5858196917571626,0.8017263928851687,0.5066038474996029,0.5060849940247899,0.017517655394572604,0.9618351102598671,-0.0030666784734703603,-0.0038433759663231396,-0.0010673731512394894,17.56878587618911,31.7136899520617,41.486194952466164,-0.0070708170050672245,-0.029530786923601733,22.581089964742663,17.484154442382696,7.700447869046213,0.009937404684427806,0.796715516991114,-0.46450263106553014,-1.0392404609814112,-1.4965652452417064,-1.1600034501957672,-1.0516185270727716,-2.4649417121519543,-0.49195430102976717,-1.703507973265892,-0.5203798738709843,-0.5226526457925175,-0.6101418224659773,-0.9505893139671486,2.51766736541824,0.37011682930161394,-1.8795852829216617,1.5049785719788364,-5.372629924288284,3.1419848818626677,-1.4490174524565855,1.1711251693231286,0.46845378173262653,0.9544744497579621
2020-05-07,0.0015919439853419,-0.0029,0.00884913104103482,0.05087544212761408,0.015433627592701398,0.036504845096498206,0.57336688914404,0.32792887029288703,0.4805669427783439,0.5049974864403165,0.0044919439853419,0.9661556196982896,-0.0013869845937343026,-0.003085619607080863,-0.000893644490721321,22.162543809813826,31.91610110081868,42.50370450566305,-0.0046495517253490985,-0.029212215299144556,30.731665873357212,22.046045828222145,9.70961605139501,0.009937404684427806,0.6859835647646175,-0.227677948350931,-0.8824179799725482,-1.4184530199666903,-0.9607807644117045,-1.018852173249818,-2.0335766134496462,-0.25518752631253516,-1.6402704592167627,-0.30893366885829693,-0.3841193935467601,-0.5299048570560072,-0.9353634393899088,1.7340786463217266,-0.12279845754081889,-1.8977585971764956,1.1603150209351094,-4.3578113035629364,2.263041901864576,-1.4583737180074694,-0.5754128093231994,-0.1375442762201547,0.849166897171429
2020-05-08,0.0016010372137089,0.009899999999999999,0.008792183706626348,0.0673630785524264,0.015419334389521259,0.035069952598588916,0.5702051388548509,0.7456874019864088,0.5016234418588835,0.5026593513969494,-0.008298962786291098,0.9581375301646475,-0.0029229797476358127,-0.003559559896099975,-0.0011250606874578764,21.561066950281457,30.091054724675075,41.56821934000337,-0.003425971610553122,-0.029148555012476873,22.200787682990544,13.855394647554284,5.980960761129139,0.010101072626758594,0.688534900082412,-0.44043476916392615,-0.9605071488016553,-1.4484314822768207,-0.9706225888203546,-1.126150710279213,-2.07046672149859,-0.13476424499423245,-1.5957333764244166,-0.5240783559169645,-0.6205201403234154,-0.6475933609054044,-0.8567061108778519,1.6930669895920325,0.5789767517780777,-1.8489039099765234,1.3949989151708122,-3.623830973268428,2.0938457776471027,-1.4239630071401583,0.9635183493153129,0.3540371445533262,0.6490960218040123
2020-05-11,0.0064377893514547,-0.0009,0.0076431493787773065,0.042630476908221526,0.01525103914529557,0.015254653093708326,0.5011559740920972,0.39613274105043117,0.47419652855150424,0.49459911215705976,0.0073377893514546995,0.9651681415307188,-0.0006428088367268102,-0.0025688917826859137,-0.0008605966237418583,29.735739627883362,33.224769511841274,42.00313151093275,-0.0012836978198169022,-0.028439588968307686,53.158699209364904,21.42934358660703,9.25040869556717,0.010040653002389087,0.5655216039789608,-0.11647987705326808,-0.7614619972606343,-1.3510081480181353,-0.6346524704559611,-0.8905796110998965,-1.8454576078464406,0.07530624866911946,-1.5190934730803878,0.2768475596595148,-0.3902808151699162,-0.5220850965829585,-0.8683634506208118,0.9049537145133878,-0.02036603061447171,-2.0186006601270656,0.9863030279947334,-3.27861891528001,1.6103719790256839,-1.6941511359374282,-0.3331538131461359,-0.29190521645929796,-0.0077815879854822865
2020-05-12,0.0074126691147244,0.0,0.007510790423724771,0.04755398061712168,0.01525103914529557,0.015254653093708326,0.49247728972235943,0.351619644723093,0.46403555925260387,0.4905824450311804,0.0074126691147244,0.9723226136039597,0.001147297374706792,-0.0016614771556486122,-0.0006020570694147877,43.55699563585857,34.4202752861258,41.47862589132573,0.0013179210870640674,-0.027183798223482415,100.0,29.297213512545166,12.577455622770994,0.010040653002389087,0.5671388253925468,0.13797923920491467,-0.5809938901917259,-1.2598798627085164,-0.07485340967752926,-0.7949135303725283,-1.835004636586622,0.3303127148830991,-1.4174054440561523,1.4660820401217458,-0.15206931450187058,-0.3964558708812784,-0.8561415132073709,0.901667909419695,0.029733391785525323,-1.9754006812922131,1.0492322337137676,-2.9261483207387435,1.550935104905135,-1.6655431653698252,-0.49539600794173283,-0.5288122287001991,-0.33474592581770946
2020-05-13,0.005336899183411,0.002,0.007507178726146323,0.046196639667453354,0.015245115942186301,0.013131323971611764,0.49243172401020907,0.518025078369906,0.4599140038083475,0.4867676774233094,0.003336899183411,0.9755671561393068,0.0016338755544188384,-0.0012070793066431928,-0.00047896468651398186,60.83640758918201,35.49713524959037,42.105249381729244,0.003605343557083994,-0.025698020271564263,100.0,38.98791123994768,14.0862664982489,0.010040084024635994,0.5631129449208087,0.20642092527981698,-0.48880574862277976,-1.207125402584047,0.6231414321406552,-0.709526248323371,-1.6201373971343584,0.553217697381129,-1.3085496287414937,1.4341742468463023,0.14093798598724402,-0.33669263738999106,-0.8446466171710613,0.8640239335799623,0.1413084423041914,-1.9120814104379724,1.0132222223887162,-2.671206834207974,1.4579004531541895,-1.602647390035416,0.129214422304308,-0.621300070690933,-0.642390488163716
2020-05-14,-0.0010516895091169,-0.0108,0.007809547038292985,0.041354111450035314,0.015264237991175555,-0.007044976050017859,0.5116237733457629,0.23249738766980146,0.46438650753733657,0.4847125097439133,0.009748310490883101,0.9850772876820606,0.003437083318077564,-0.00021113477959534778,-0.00015936233722032303,83.65705312198968,42.45522327659673,44.047593261456505,0.0062741807900655415,-0.023671578780132506,100.0,51.2284892472748,18.508766663560287,0.008893197467797131,0.34441170612453087,0.46335314352746165,-0.2926100357107412,-1.1065056737851169,1.5205739725752239,-0.21067078918476198,-1.189643896664546,0.8112245168355858,-1.174983992377321,1.4042630205861426,0.5103257604239497,-0.17208139655949425,-1.2836467673033185,-0.5140108973040043,-0.5785888375190662,-1.797621031488004,0.9242185011950232,-2.4579945986910836,1.0309064353494968,-1.4627490674242185,-0.9392982517315714,-0.5094424675163935,-0.8004818504791833
2020-05-15,0.0026813300427303,-0.0032,0.007774800855627833,0.04239985769571675,0.015234421845594065,-0.01817521290214963,0.5103443330129641,0.46497647673810766,0.4720235201646878,0.4787947576571686,0.005881330042730301,0.9908708523285163,0.003980249256889283,0.0003427256587978931,2.9409299653133974e-05,86.99015578323346,45.56297068875369,43.6534682587114,0.00858591942243454,-0.021416152916301324,100.0,58.685439729675714,21.202950281474102,0.00877227196194422,0.27948853570904325,0.5377255819042256,-0.18278315570991413,-1.0425133005381304,1.6137293177274912,0.01294814179027862,-1.2270282951633193,1.0289768958860028,-1.0334769917163205,1.3761484673732534,0.7310077707083289,-0.0710489661564208,-1.3045703196239016,-0.9138192253485549,-0.14522793101911383,-1.7547350557678751,0.9291442591854581,-2.316729927534936,0.794625253924914,-1.4235722583883816,-0.05864874924331331,-0.32267278347655365,-1.2631084961145926
